File_name	average	rmse	sumOfSqerror	Cancer_type	Status
ERR9923043	9.320623559467018	0.007083836182888892	0.22412254639163764	MT	Normal
ERR9923099	63.514816383886654	0.002550647369995628	0.1696899516142505	MT	Tumor
ERR9923044	23.24013845335843	0.0037037319722692773	0.19796785194198563	MT	Normal
ERR9923101	41.56200261355481	0.002454196713501166	0.17959287702561533	MT	Tumor
ERR9923045	14.923381312741217	0.006552897976659549	0.20732441333427495	MT	Normal
ERR9923102	42.64589454687528	0.003107392151410031	0.1779643391892712	MT	Tumor
ERR9923046	16.49313614794053	0.006220181978944821	0.20126878807255674	MT	Normal
ERR9923103	70.50967503268498	0.0028001239156903203	0.16300954503824502	MT	Tumor
ERR9923047	10.753668234967206	0.006080214789534238	0.21505402546912558	MT	Normal
ERR9923048	14.072209913542801	0.006723517179025047	0.21272256330700207	MT	Normal
ERR9923105	55.80120040871302	0.0027239722100336566	0.17242980767938537	MT	Tumor
ERR9923049	12.84005343526312	0.006719260701695157	0.2125878943912898	MT	Normal
ERR9923106	82.9058875567874	0.0017349548018792114	0.16057472994731423	MT	Tumor
ERR9923050	14.115569142149957	0.006249470859391276	0.21376479281253366	MT	Normal
ERR9923107	78.20081665181459	0.0016582054754858291	0.16334796892287395	MT	Tumor
ERR9923051	32.69603866481014	0.002861558976456478	0.17968676488750343	MT	Normal
ERR9923108	96.29221220627355	0.0013757252385187331	0.15620995096969062	MT	Tumor
ERR9923052	31.99427766732477	0.004304076814970144	0.19411338718418814	MT	Normal
ERR9923109	62.29910319868151	0.002652941629230776	0.1724820155576311	MT	Tumor
ERR9923053	28.98087567564421	0.004275819236588613	0.19331243109096063	MT	Normal
ERR9923110	58.566617829109504	0.0027395968451587537	0.1728118927842098	MT	Tumor
ERR9923054	34.2867727209574	0.003873336575175407	0.18072342615426362	MT	Normal
ERR9923111	91.16524996684808	0.0014301380709819155	0.16062812701901383	MT	Tumor
ERR9923055	31.3759603423702	0.0041062642853471705	0.18569215397906677	MT	Normal
ERR9923112	62.92150799292447	0.002560109312155655	0.17427557489310588	MT	Tumor
ERR9923056	31.3759603423702	0.0041062642853471705	0.18569215397906677	MT	Normal
ERR9923113	79.0024725832325	0.0021833368161009994	0.16506950467585071	MT	Tumor
ERR9923057	26.2175873244598	0.004217922803325414	0.1936113863814051	MT	Normal
ERR9923114	48.886040516457236	0.0026873028659325517	0.17715828862590846	MT	Tumor
ERR9923058	25.524141106867898	0.003503669476844805	0.19614291519838264	MT	Normal
ERR9923115	40.00010754416071	0.0026879113471825027	0.17793079832336064	MT	Tumor
SRR11671222	56.67467738800382	0.003441558263868094	0.1687065761921803	NonT	Normal
SRR11671242	20.579637171545624	0.004636339688998976	0.19692167190043783	NonT	Normal
SRR11671223	44.516596598603684	0.003604617194950008	0.1831627979294308	NonT	Normal
SRR11671221	40.12477450976209	0.003450524700827625	0.17766014185775583	NonT	Normal
SRR11671224	29.20985578655824	0.004908734289065256	0.19068395195152912	NonT	Normal
SRR11671240	29.53904419576168	0.004858947519228478	0.1889374736357509	NonT	Normal
SRR11671226	29.751888557123284	0.004995080506275413	0.1915794087254626	NonT	Normal
SRR11671225	17.941973087229194	0.005960081145344276	0.19937340033946305	NonT	Normal
SRR11671230	25.833545374664386	0.004045692687120607	0.19326388722441956	NonT	Normal
SRR11671227	32.4366246866745	0.0039364985906222534	0.1894842500413966	NonT	Normal
SRR11671241	41.006519419703466	0.003312190999072139	0.19070283046016523	NonT	Normal
SRR11671239	42.13879780491235	0.003904325531237584	0.18740762549940349	NonT	Normal
SRR11671238	45.84464680855922	0.0033436598942346344	0.1852339296879295	NonT	Normal
SRR11671237	36.84229716926872	0.0038149443611176946	0.1738208554610396	NonT	Normal
SRR11671236	40.20159910198648	0.0028072379986117985	0.1739355240003693	NonT	Normal
SRR11671235	38.042876607938496	0.003435501629187575	0.17358634795661818	NonT	Normal
SRR13050748-SRR13050750-SRR13050751	467.5546701701687	0.0011262473269397207	0.1272958448040684	HSA	Tumor
SRR13050752	167.71875515062638	0.002457076461830641	0.17259103934914527	HSA	Normal
SRR13050744-SRR13050745-SRR13050746	514.6459318736846	0.0011053403984866074	0.12740216918426067	HSA	Tumor
SRR13050747	185.82467956516555	0.0022092727502045733	0.16145839271743673	HSA	Normal
SRR13050740-SRR13050741-SRR13050742	517.6288079667901	0.0010052642189891999	0.12540444492117508	HSA	Tumor
SRR13050743	83.03361825942743	0.003065094957673277	0.16577035551085673	HSA	Normal
SRR13050735-SRR13050736-SRR13050737	551.9097150947215	0.0010770137828558025	0.12819631312218227	HSA	Tumor
SRR13050739	164.0525851951928	0.002359550440790965	0.16878621499474605	HSA	Normal
SRR13123343	65.21861289338071	0.003581137382289676	0.1668210494611118	OSA	Normal
SRR13123352	84.77828917924055	0.0030157939178568588	0.16085804877880658	OSA	Tumor
SRR13123341	76.7801267828673	0.0031768126269735896	0.16362898078483135	OSA	Tumor
SRR13123343	65.21861289338071	0.003581137382289676	0.1668210494611118	OSA	Normal
SRR13123338	111.47895173434456	0.0025976237143410926	0.15137706521332558	OSA	Tumor
SRR13123349	58.957349359127505	0.004219524480661064	0.1700421248775327	OSA	Normal
SRR13123347	80.47961457483902	0.003290295867299708	0.16021409796441224	OSA	Tumor
SRR13123349	58.957349359127505	0.004219524480661064	0.1700421248775327	OSA	Normal
SRR13571720	36.3482337849557	0.004118831756848071	0.2506741445635788	BCL	Normal
SRR13571721	30.185705793027562	0.00513542775723163	0.2689121031876464	BCL	Tumor
SRR13571658	29.69495160979	0.00624301054824634	0.26794081969636435	BCL	Normal
SRR13571669	27.59157810544431	0.007662928891984863	0.28238698758709113	BCL	Tumor
SRR13571636	24.144768229476973	0.007108730882677618	0.29754943109273735	BCL	Normal
SRR13571647	36.42295985322228	0.0051235548754049245	0.2521497032864314	BCL	Tumor
SRR13571590	23.6587405358101	0.005640127901320171	0.28313217357445053	BCL	Normal
SRR13571601	30.105269881449658	0.004656443503229129	0.2606776721423041	BCL	Tumor
SRR13571686	25.681763491402247	0.005475761058064367	0.2802284586782263	BCL	Normal
SRR13571697	27.7533714006508	0.005455159282463468	0.28476767481923965	BCL	Tumor
SRR13571708	31.86748556016196	0.0055968779551000825	0.25933543334199854	BCL	Normal
SRR13571719	21.54723806617967	0.00825724472847748	0.3031657269581229	BCL	Tumor
SRR13571616	24.65642268505896	0.005869850309658235	0.29219829483762866	BCL	Normal
SRR13571627	24.881944909302778	0.005727968647472655	0.2779688228313458	BCL	Tumor
SRR13571605	25.05232970010579	0.007226633131116597	0.2867981112185207	BCL	Tumor
SRR13571674	22.74058285713866	0.00714093598787277	0.29041757360551057	BCL	Normal
SRR13571672	22.68661258583718	0.00782642701217638	0.3039234498086699	BCL	Normal
SRR13571673	24.037311268262975	0.007259248457004035	0.2791745006074216	BCL	Tumor
SRR13571670	25.272783813942613	0.006614440290356236	0.29372881666504275	BCL	Normal
SRR13571671	28.985970064577074	0.005876751640780545	0.26949888554337187	BCL	Tumor
SRR13571667	20.774763166198422	0.0087947713899964	0.3081936869392752	BCL	Normal
SRR13571668	25.9882718656479	0.007322623689134403	0.2808491104239463	BCL	Tumor
SRR13571665	25.381539471207677	0.005823026546658013	0.28365969992404644	BCL	Normal
SRR13571666	27.71210772907111	0.005491531714458099	0.27627371566066034	BCL	Tumor
SRR13571663	17.075453757381336	0.007587335164161835	0.2400525412242493	BCL	Normal
SRR13571664	27.202948377135726	0.0063153059857511094	0.21995042122808992	BCL	Tumor
SRR13571661	37.210131569797475	0.004652838437746513	0.2093260251096578	BCL	Normal
SRR13571662	32.680909863158675	0.00512573825191317	0.21387292573821914	BCL	Tumor
SRR13571659	28.90664259817424	0.005138867787623662	0.22622694495739015	BCL	Normal
SRR13571660	33.467735918221	0.004556806926403665	0.2120751846953125	BCL	Tumor
SRR13571656	39.88446222254221	0.0054643831941770015	0.21114025943281492	BCL	Normal
SRR13571657	26.359452709292	0.006580358879841191	0.21118749176295898	BCL	Tumor
SRR13571654	48.72909165336658	0.004338950579775288	0.2030517613143841	BCL	Normal
SRR13571655	48.89738956188131	0.004515892236598416	0.19554386988235717	BCL	Tumor
SRR13571652	45.79356336047867	0.004702551481704738	0.20546437098996234	BCL	Normal
SRR13571653	54.509508262943385	0.004614895225942593	0.2273509292613075	BCL	Tumor
SRR13571650	40.737690382621835	0.004854393298677473	0.2124317118067323	BCL	Normal
SRR13571651	28.722903201806673	0.006301136106194752	0.2184595800302816	BCL	Tumor
SRR13571648	36.42079046201407	0.005254677252854716	0.21325186893239279	BCL	Normal
SRR13571649	34.921563064802875	0.005462795283421517	0.21953369599754888	BCL	Tumor
SRR13571645	48.66569807222712	0.003929052616650083	0.20566629581063833	BCL	Normal
SRR13571646	13.477780220707405	0.007827774949377453	0.24765971557513988	BCL	Tumor
SRR13571643	39.95817826295158	0.004615446765353521	0.21510160782467447	BCL	Normal
SRR13571644	29.847924616686022	0.005448737286795988	0.22452500341575396	BCL	Tumor
SRR13571641	34.12253919618736	0.005338138762426369	0.21866830428740636	BCL	Normal
SRR13571642	39.40070832777505	0.005082158926947214	0.21603659232005018	BCL	Tumor
SRR13571639	45.25043723369858	0.004615211126468671	0.20957327657828123	BCL	Normal
SRR13571640	24.849878184904355	0.007104636754353086	0.23065463367449443	BCL	Tumor
SRR13571637	45.87267514517402	0.003867865007367998	0.24099002895242508	BCL	Normal
SRR13571638	31.651520666238053	0.00440781645904776	0.22210321887167653	BCL	Tumor
SRR13571634	31.501035190252146	0.0063836359041874	0.21844723714278644	BCL	Normal
SRR13571635	32.642336773550284	0.006544240120200199	0.218424736988358	BCL	Tumor
SRR13571632	45.34940719177698	0.004878075824059227	0.2054011706402025	BCL	Normal
SRR13571633	38.02727482107785	0.005260308883582759	0.21548012796096497	BCL	Tumor
SRR13571630	38.48046498184394	0.005254057906699171	0.21586442535528658	BCL	Normal
SRR13571631	38.54065043533486	0.005410360348097749	0.2083515650523553	BCL	Tumor
SRR13571628	33.46036770213195	0.006092726734321425	0.26290662998120384	BCL	Normal
SRR13571629	22.33127099650685	0.007482542157527616	0.2411886941537804	BCL	Tumor
SRR13571602	31.44268078488475	0.00511500075973719	0.21946870285637077	BCL	Normal
SRR13571603	37.51256866571745	0.004477486833989198	0.2158965965696783	BCL	Tumor
SRR13571599	26.737932653676467	0.007051553234879538	0.23055452030489323	BCL	Normal
SRR13571600	25.80616880200411	0.007120446492790047	0.2344346858940625	BCL	Tumor
SRR13571597	37.44622471253483	0.005377430071482475	0.25733123995686685	BCL	Normal
SRR13571598	35.50618696809473	0.005132980959727689	0.2208375206559058	BCL	Tumor
SRR13571595	35.02833828193767	0.005631038544353571	0.22025928013283153	BCL	Normal
SRR13571596	39.13577763936498	0.005396075766098705	0.2118947642687345	BCL	Tumor
SRR13571593	38.16621051760982	0.005204736435723188	0.21785412769117624	BCL	Normal
SRR13571594	28.797575102402188	0.006249773254782557	0.22937604440449977	BCL	Tumor
SRR13571591	16.370607943523662	0.007676406555385609	0.24287063392096353	BCL	Normal
SRR13571592	27.053374398663266	0.006765212454138868	0.27786828523643503	BCL	Tumor
SRR13571588	16.691882419250824	0.0072891564806803165	0.24761684057959324	BCL	Normal
SRR13571589	10.89866234674074	0.008109864741856865	0.25658463718107666	BCL	Tumor
SRR13571586	16.236153724629247	0.007597795752477708	0.24038349942677978	BCL	Normal
SRR13571587	24.685765513096836	0.007398352855821972	0.28307764830452753	BCL	Tumor
SRR13571584	18.152113133970495	0.009035263949184462	0.308127671195491	BCL	Normal
SRR13571585	27.54935275284371	0.006152394414081095	0.2242039226487372	BCL	Tumor
SRR13571582	12.345343570957233	0.007976215633328036	0.25235616862913385	BCL	Normal
SRR13571583	12.599081274479119	0.00793136424968541	0.2509371343584865	BCL	Tumor
SRR13571580	22.684331129431545	0.00694014227959405	0.2890800449423169	BCL	Normal
SRR13571581	18.079899123238178	0.007534898024965817	0.23839350438902565	BCL	Tumor
SRR13571695	15.49325101052941	0.008423957765399703	0.26652209570253527	BCL	Normal
SRR13571696	15.802773277383997	0.007723103552905644	0.24434806080137542	BCL	Tumor
SRR13571693	34.59978449348269	0.005194025849099821	0.20976406335200015	BCL	Normal
SRR13571694	17.309425884003254	0.00992915167508091	0.3141442997091453	BCL	Tumor
SRR13571691	18.636288897975543	0.0072153179131531475	0.23601921419456393	BCL	Normal
SRR13571692	9.160800023441576	0.008321499570007032	0.26328046347710776	BCL	Tumor
SRR13571689	22.777302999851965	0.006379368076212243	0.23543239170629413	BCL	Normal
SRR13571690	0.8438699249137747	0.006816338544763527	0.21565929988754431	BCL	Tumor
SRR13571687	128.53067767825436	0.002168021876915875	0.15681858394070333	BCL	Normal
SRR13571688	13.744960379188392	0.007785730291785248	0.2463294821425135	BCL	Tumor
SRR13571684	18.68254811732305	0.009256936289047927	0.30715736565301754	BCL	Normal
SRR13571685	17.737483799500726	0.007788566783340633	0.24641922471896463	BCL	Tumor
SRR13571682	14.09761401440001	0.00789155396503854	0.24967759332206532	BCL	Normal
SRR13571683	13.118383176679883	0.007733188714836234	0.24466714104466444	BCL	Tumor
SRR13571680	15.735544670343382	0.007923455569778476	0.25068691492461326	BCL	Normal
SRR13571681	18.362361007437304	0.007779194289648356	0.24612269228962566	BCL	Tumor
SRR13571678	13.286884192768754	0.007897702034650081	0.24987210953914837	BCL	Normal
SRR13571679	29.11421288765029	0.006755975821876035	0.2709137880649202	BCL	Tumor
SRR13571676	16.813449733828204	0.0076423930183507375	0.24179449377101822	BCL	Normal
SRR13571677	24.24073890354631	0.006961788452333122	0.22026112901166617	BCL	Tumor
SRR13571717	14.82976276453257	0.007870020468719778	0.24899630398912834	BCL	Normal
SRR13571718	15.70849963095625	0.007605851363637012	0.24063836755743007	BCL	Tumor
SRR13571715	20.297487577957153	0.005256463705480475	0.23116490708739196	BCL	Normal
SRR13571716	16.634630440428378	0.006743400148967333	0.2495058055117911	BCL	Tumor
SRR13571713	20.46671475731089	0.0071656584185982395	0.23450431440091168	BCL	Normal
SRR13571714	19.511565419415305	0.007267637521277319	0.22993776048274142	BCL	Tumor
SRR13571711	24.95666286795976	0.00719764104684854	0.2277231711440848	BCL	Normal
SRR13571712	17.83267908751803	0.00720544124772856	0.22796995845514934	BCL	Tumor
SRR13571709	22.856045754925958	0.007184331065242799	0.23290976387995918	BCL	Normal
SRR13571710	33.51447886023986	0.006082873303949392	0.21762749129839315	BCL	Tumor
SRR13571706	24.81877721045988	0.007251321957219178	0.22942155913814247	BCL	Normal
SRR13571707	16.008236170367695	0.007852498366658552	0.24844192949052216	BCL	Tumor
SRR13571704	16.0986728411972	0.007785678920002057	0.24632785681203337	BCL	Normal
SRR13571705	32.125532405053356	0.005821042885469471	0.2104449907665621	BCL	Tumor
SRR13571702	41.562858502316736	0.004039918571437232	0.20591699172692127	BCL	Normal
SRR13571703	34.491972941708326	0.0047466073431682325	0.20868884420431355	BCL	Tumor
SRR13571700	28.60986236466665	0.00621134992331863	0.22438367269084614	BCL	Normal
SRR13571701	30.63632232539071	0.005939645366946587	0.2127520943026658	BCL	Tumor
SRR13571698	24.252141636281298	0.007176278943795207	0.2270473044513799	BCL	Normal
SRR13571699	11.851160803018628	0.0075306500548017715	0.23825910462799482	BCL	Tumor
SRR13571625	30.25569748816569	0.0055460798676766196	0.22031274360795894	BCL	Normal
SRR13571626	20.766808232570494	0.007587949898978761	0.24007199056341635	BCL	Tumor
SRR13571623	38.36954883416168	0.004862646467839756	0.2113433926998571	BCL	Normal
SRR13571624	25.780814545576614	0.00642529107466455	0.22897847944858946	BCL	Tumor
SRR13571621	54.757479045065494	0.004438809408844166	0.19419474103290002	BCL	Normal
SRR13571622	25.70014823066544	0.006279042117059388	0.2211970276825315	BCL	Tumor
SRR13571619	20.76121520154513	0.0076729753861631556	0.24276207658516652	BCL	Normal
SRR13571620	11.069133771909685	0.008597697269926718	0.2720189676174268	BCL	Tumor
SRR13571617	42.86791392839011	0.005492911726632826	0.20471692177152886	BCL	Normal
SRR13571618	15.31357226805125	0.008403871038332124	0.26588658010013705	BCL	Tumor
SRR13571614	37.300966713499896	0.005004464750247481	0.21355640800924475	BCL	Normal
SRR13571615	2.3089935316114985	0.010968269804291745	0.3470205259667472	BCL	Tumor
SRR13571612	19.486265019837603	0.007834814532624516	0.2478824380213024	BCL	Normal
SRR13571613	1.795948659446213	0.008918034988250466	0.2821539994395109	BCL	Tumor
SRR13571610	24.491404986471785	0.006341516581537854	0.23126981492774362	BCL	Normal
SRR13571611	31.691634101309596	0.005263868612305797	0.21894150152033603	BCL	Tumor
SRR13571608	26.073977638895926	0.006148703185609217	0.22691963836951135	BCL	Normal
SRR13571609	24.12802643495374	0.007376061539987262	0.23336814291055435	BCL	Tumor
SRR13571606	28.799706969005722	0.0059748335062210604	0.22853250016089932	BCL	Normal
SRR13571607	36.50882838379182	0.00548226446281345	0.21303377125879117	BCL	Tumor
SRR13571604	37.9342443467191	0.004261085759620452	0.21432880157045003	BCL	Tumor
SRR13571675	36.236302721045284	0.004436506569129278	0.22008828981533407	BCL	Normal
SRR13674709	9.536855392352095	0.00607660953881828	0.19225532156677622	OSA	Normal
SRR13674710	3.8825156901872564	0.008576429300716363	0.2713460791862238	OSA	Tumor
SRR15461470	61.50344430943185	0.00254001302293552	0.1636288927733438	BCL	Normal
SRR15461508	86.1799747008437	0.0020500265412140943	0.15551853187730216	BCL	Tumor
SRR15464832	89.24057080575018	0.0022197175033276373	0.15571282688052257	BCL	Tumor
SRR15508608	65.59470960152063	0.002679703165796815	0.16209435628288707	BCL	Normal
SRR15464863	41.90910619584628	0.0032580991222483685	0.17442245138133416	BCL	Tumor
SRR15508639	56.3955964763379	0.0028263200109556776	0.16569564711384882	BCL	Normal
SRR15461469	54.96537513174937	0.0022815480042496614	0.16716134791061646	BCL	Normal
SRR15461507	43.653978103997574	0.0028698257079868335	0.17168658843287987	BCL	Tumor
SRR15461468	61.400896855005804	0.0024682152655332813	0.1627899772621166	BCL	Normal
SRR15461496	81.94611893440408	0.002139126126224382	0.15900198025818477	BCL	Tumor
SRR15464862	76.90093380035266	0.0023133009738500764	0.15973506544993726	BCL	Tumor
SRR15508638	72.59869865349116	0.002322293739537878	0.16107748120480572	BCL	Normal
SRR15464861	75.29340508180915	0.0020601826286999517	0.15858054214440173	BCL	Tumor
SRR15508637	73.70624371840802	0.0020672523817652187	0.15857321558174275	BCL	Normal
SRR15461467	62.509903712373	0.002476306918384202	0.16520883478622103	BCL	Normal
SRR15461485	67.94076277744578	0.0023736993846491354	0.16116702151380644	BCL	Tumor
SRR15464860	70.25067761156909	0.0026072462602480385	0.1604251145274084	BCL	Tumor
SRR15508636	73.15120960478426	0.0024737606846406495	0.15855242926988425	BCL	Normal
SRR15464859	45.76907561724937	0.00344918177414667	0.17180249426144223	BCL	Tumor
SRR15508635	53.323266727065835	0.0031420936153029795	0.17103498188192998	BCL	Normal
SRR15464858	76.02724286299961	0.0020178296642237763	0.15965100947667782	BCL	Tumor
SRR15508634	78.67293003557236	0.0019710180538420976	0.1610817443842994	BCL	Normal
SRR15461466	46.667717110708296	0.0032069933132515935	0.1697587309203738	BCL	Normal
SRR15461474	65.04414981664512	0.0025672091514002417	0.1632147510088109	BCL	Tumor
SRR15461463	66.68001907764466	0.0029650331471633303	0.1624556786771687	BCL	Tumor
SRR15461465	55.23379402603207	0.003357466222763431	0.16753722809609642	BCL	Normal
SRR15464857	69.58946966346222	0.0018836785085750117	0.16154671133320367	BCL	Tumor
SRR15508633	79.5623023582886	0.0016395166461072401	0.17142947870097539	BCL	Normal
SRR15461452	73.88065726153516	0.0026323367030316193	0.1583564403461476	BCL	Tumor
SRR15461464	64.35982024131994	0.002791012527323143	0.16137266605970407	BCL	Normal
SRR15464856	70.8452429920187	0.0027751089159771805	0.16050112978595574	BCL	Tumor
SRR15508632	71.08924342795967	0.0027845473253494475	0.15979032084834144	BCL	Normal
SRR15464855	65.17831844730193	0.0028756411700560495	0.16172765470199646	BCL	Tumor
SRR15508631	48.8193401077866	0.0032307771883649905	0.17019174904614334	BCL	Normal
SRR15461441	58.10546004755622	0.0025673173669829366	0.16840897465836216	BCL	Tumor
SRR15461462	59.08241708637664	0.0025234334491398393	0.16715722970119867	BCL	Normal
SRR15464865	44.855639709316556	0.003465395776749642	0.17403050599637684	BCL	Tumor
SRR15508641	48.9801679921169	0.0029174251712051754	0.18465250265323527	BCL	Normal
