SampleName	Provided_Breeds	BreedQC
STAF000001	NA	Pass QC
STAF000006	NA	Pass QC
TWCH000001	NA	Pass QC
GRNI000005	NA	Pass QC
GRNI000003	NA	Pass QC
GRNI000004	NA	Pass QC
GRNI000006	NA	Pass QC
GRNI000002	NA	Pass QC
PARS000001	NA	Pass QC
PARS000005	NA	Pass QC
PARS000004	NA	Pass QC
PARS000003	NA	Pass QC
PARS000002	NA	Pass QC
BFDB000004	NA	Pass QC
WELT000005	NA	Pass QC
WELT000001	NA	Pass QC
WIFX000002	NA	Pass QC
FXTE000007	NA	Pass QC
WELT000004	NA	Pass QC
WELT000003	NA	Pass QC
WELT000002	NA	Pass QC
PATR000002	NA	Pass QC
PATR000004	NA	Pass QC
PATR000003	NA	Pass QC
PATR000001	NA	Pass QC
MJMA000003	NA	Pass QC
MJMA000002	NA	Pass QC
MJMA000001	NA	Pass QC
XOLO000005	NA	Pass QC
EGTT000004	NA	Pass QC
EGTT000006	NA	Pass QC
GAFT000005	NA	Pass QC
GRNI000001	NA	Pass QC
GAWO000006	NA	Pass QC
BILL000001	NA	Pass QC
GAWO000003	NA	Pass QC
GAWO000002	NA	Pass QC
GAWO000005	NA	Pass QC
GGVE000001	NA	Pass QC
GGVE000002	NA	Pass QC
BRGV000002	NA	Pass QC
BRGV000001	NA	Pass QC
GAFT000003	NA	Pass QC
GAFT000006	NA	Pass QC
BILL000002	NA	Pass QC
GAFT000002	NA	Pass QC
GAFT000001	NA	Pass QC
GAWO000004	NA	Pass QC
GAFT000004	NA	Pass QC
GAWO000001	NA	Pass QC
HARR000001	NA	Pass QC
HARR000002	NA	Pass QC
HARR000003	NA	Pass QC
EFXH000002	NA	Pass QC
EFXH000003	NA	Pass QC
OTTR000006	NA	Pass QC
OTTR000007	NA	Pass QC
OTTR000004	NA	Pass QC
OTTR000005	NA	Pass QC
OTTR000003	NA	Pass QC
OTTR000002	NA	Pass QC
OTTR000001	NA	Pass QC
BODA000001	NA	Pass QC
DSHP000006	NA	Pass QC
DSHP000003	NA	Pass QC
PUMI000002	NA	Pass QC
PUMI000006	NA	Pass QC
PUMI000005	NA	Pass QC
PUMI000001	NA	Pass QC
PUMI000003	NA	Pass QC
PUMI000004	NA	Pass QC
PULI000001	NA	Pass QC
PULI000003	NA	Pass QC
PULI000006	NA	Pass QC
PULI000002	NA	Pass QC
RATT000001	NA	Pass QC
RATT000002	NA	Pass QC
RUTY000004	NA	Pass QC
RUTY000003	NA	Pass QC
RTOY000002	NA	Pass QC
CTLB000003	NA	Pass QC
CTLB000002	NA	Pass QC
RABA000002	NA	Pass QC
IRIT000002	NA	Pass QC
IRIT000003	NA	Pass QC
ALDB000004	NA	Pass QC
ALDB000002	NA	Pass QC
ALDB000001	NA	Pass QC
ALDB000003	NA	Pass QC
ALDB000007	NA	Pass QC
ALDB000005	NA	Pass QC
ALDB000006	NA	Pass QC
XOLO000004	NA	Pass QC
PERH000005	NA	Pass QC
PERH000001	NA	Pass QC
PERH000002	NA	Pass QC
PERH000003	NA	Pass QC
MPOO000001	NA	Pass QC
POOD000001	NA	Pass QC
TPOO000002	NA	Pass QC
LOWC000004	NA	Pass QC
LOWC000002	NA	Pass QC
LOWC000001	NA	Pass QC
LOWC000003	NA	Pass QC
GSZM000011	German Spitz	Pass QC
REDB000001	NA	Pass QC
WHPG000004	NA	Pass QC
WHPG000006	NA	Pass QC
WHPG000005	NA	Pass QC
WHPG000002	NA	Pass QC
WHPG000003	NA	Pass QC
WHPG000001	NA	Pass QC
AUSK000003	NA	Pass QC
AUSK000006	NA	Pass QC
AUSK000004	NA	Pass QC
LEOP000009	NA	Pass QC
LEOP000002	NA	Pass QC
XOLO000007	NA	Pass QC
XOLO000006	NA	Pass QC
XOLO000003	NA	Pass QC
RUTY000001	NA	Pass QC
RUTY000002	NA	Pass QC
OLGS000001	NA	Pass QC
OLGS000004	NA	Pass QC
OLGS000003	NA	Pass QC
OLGS000002	NA	Pass QC
DACH000017	Dachshund	Pass QC
DACH000007	Dachshund	Pass QC
SGGO000001	NA	Pass QC
PTWD000005	NA	Pass QC
SGGO000003	NA	Pass QC
SGGO000004	NA	Pass QC
ROOS000001	NA	Pass QC
REDB000003	NA	Pass QC
TWCH000002	NA	Pass QC
PLOT000001	NA	Pass QC
BLUE000002	NA	Pass QC
LEOP000010	NA	Pass QC
GPIN000001	NA	Pass QC
BOST000001	NA	Pass QC
BOST000002	NA	Pass QC
BOST000003	NA	Pass QC
AMBD000005	NA	Pass QC
AMBD000003	NA	Pass QC
AMBD000001	NA	Pass QC
OEBD000003	NA	Pass QC
OEBD000001	NA	Pass QC
AMBD000007	NA	Pass QC
BOXR000004	NA	Pass QC
BOXR000002	NA	Pass QC
BOXR000003	NA	Pass QC
BOXR000005	NA	Pass QC
BOXR000001	NA	Pass QC
BICH000006	NA	Pass QC
HAVA000003	NA	Pass QC
HAVA000002	NA	Pass QC
SSNZ000001	NA	Pass QC
LEOP000003	NA	Pass QC
IRSE000004	NA	Pass QC
RWSE000001	NA	Pass QC
MCUR000004	NA	Pass QC
BGGR000001	NA	Pass QC
BRJH000003	NA	Pass QC
MCUR000001	NA	Pass QC
BLUE000003	NA	Pass QC
OLGS000005	NA	Pass QC
DSHP000005	NA	Pass QC
POSH000001	NA	Pass QC
GPYR000005	NA	Pass QC
GPYR000001	NA	Pass QC
CNCS000003	NA	Pass QC
ESTH000001	NA	Pass QC
ESTH000003	NA	Pass QC
ESTH000002	NA	Pass QC
GWHP000005	NA	Pass QC
GWHP000004	NA	Pass QC
ESET000002	NA	Pass QC
ESET000004	NA	Pass QC
CTLB000001	NA	Pass QC
DUPD000001	NA	Pass QC
PUDL000002	NA	Pass QC
PUDL000001	NA	Pass QC
COTO000003	NA	Pass QC
PASP000005	NA	Pass QC
SUSP000001	NA	Pass QC
PUDL000003	NA	Pass QC
GSHP000004	NA	Pass QC
GSHP000001	NA	Pass QC
GSHP000002	NA	Pass QC
BLPS000002	NA	Pass QC
LEOP000008	NA	Pass QC
LEOP000005	NA	Pass QC
LEOP000004	NA	Pass QC
LAGO000002	NA	Pass QC
LAGO000004	NA	Pass QC
LAGO000001	NA	Pass QC
SILK000003	NA	Pass QC
SILK000002	NA	Pass QC
BGBA000001	NA	Pass QC
BTAN000001	NA	Pass QC
GBGA000001	NA	Pass QC
BGGR000002	NA	Pass QC
ARIE000001	NA	Pass QC
GOLD000001	NA	Pass QC
PUDL000004	NA	Pass QC
BRFR000004	NA	Pass QC
GSHP000003	NA	Pass QC
EPNT000001	NA	Pass QC
BRJH000002	NA	Pass QC
BLDH000004	NA	Pass QC
BLDH000002	NA	Pass QC
BLDH000003	NA	Pass QC
BLDH000001	NA	Pass QC
IRSE000002	NA	Pass QC
IRSE000003	NA	Pass QC
MARM000004	NA	Pass QC
MARM000002	NA	Pass QC
MARM000005	NA	Pass QC
SPWD000002	NA	Pass QC
SPIN000005	NA	Pass QC
SPIN000006	NA	Pass QC
SPIN000004	NA	Pass QC
SPIN000002	NA	Pass QC
SPIN000008	NA	Pass QC
SPIN000001	NA	Pass QC
SPIN000007	NA	Pass QC
EPNT000008	NA	Pass QC
EPNT000007	NA	Pass QC
BRFR000001	NA	Pass QC
BRFR000002	NA	Pass QC
BRFR000005	NA	Pass QC
BRFR000003	NA	Pass QC
POPT000001	NA	Pass QC
GORD000002	NA	Pass QC
AFOX000001	NA	Pass QC
AFOX000006	NA	Pass QC
AFOX000002	NA	Pass QC
AFOX000003	NA	Pass QC
AFOX000007	NA	Pass QC
AFOX000004	NA	Pass QC
AFOX000005	NA	Pass QC
FINH000003	NA	Pass QC
FINH000006	NA	Pass QC
FINH000001	NA	Pass QC
FINH000005	NA	Pass QC
FINH000004	NA	Pass QC
FINH000002	NA	Pass QC
AHRT000005	NA	Pass QC
SCPD000003	NA	Pass QC
SCPD000001	NA	Pass QC
SCPD000002	NA	Pass QC
SCPD000004	NA	Pass QC
ESSP000003	NA	Pass QC
ACKR000002	NA	Pass QC
ACKR000001	NA	Pass QC
ACKR000003	NA	Pass QC
BICH000007	NA	Pass QC
BICH000002	NA	Pass QC
BICH000001	NA	Pass QC
WSSP000002	NA	Pass QC
WSSP000003	NA	Pass QC
WSSP000004	NA	Pass QC
WSSP000005	NA	Pass QC
HAVA000001	NA	Pass QC
CHIH000006	NA	Pass QC
SPWD000003	NA	Pass QC
CRES000001	NA	Pass QC
CRES000002	NA	Pass QC
ZAGR000006	NA	Pass QC
KUVZ000001	NA	Pass QC
BRBT000004	NA	Pass QC
BRBT000002	NA	Pass QC
TPOO000001	NA	Pass QC
MPIN000007	NA	Pass QC
SMSH000008	Small Swiss Hound	Pass QC
BRJH000005	NA	Pass QC
BRJH000001	NA	Pass QC
BRJH000006	NA	Pass QC
SWHN000005	Swiss Hound	Pass QC
SWHN000009	Swiss Hound	Pass QC
BRJH000004	NA	Pass QC
CHBR000003	NA	Pass QC
CHBR000005	NA	Pass QC
CHBR000002	NA	Pass QC
CHBR000004	NA	Pass QC
CHBR000001	NA	Pass QC
AMST000006	NA	Pass QC
AMST000003	NA	Pass QC
AMST000002	NA	Pass QC
AMST000001	NA	Pass QC
AMST000005	NA	Pass QC
DDBX000002	NA	Pass QC
DDBX000005	NA	Pass QC
DDBX000004	NA	Pass QC
DDBX000001	NA	Pass QC
DDBX000003	NA	Pass QC
CNCS000001	NA	Pass QC
CNCS000004	NA	Pass QC
PERH000004	NA	Pass QC
NEAP000004	NA	Pass QC
NEAP000003	NA	Pass QC
NEAP000002	NA	Pass QC
NEAP000005	NA	Pass QC
NEAP000001	NA	Pass QC
PPOD000002	NA	Pass QC
PPOD000001	NA	Pass QC
AUST000005	NA	Pass QC
AUST000003	NA	Pass QC
AUST000004	NA	Pass QC
AUST000002	NA	Pass QC
AUST000001	NA	Pass QC
MBLT000004	NA	Pass QC
BULT000003	NA	Pass QC
BULT000001	NA	Pass QC
BULT000002	NA	Pass QC
MBLT000002	NA	Pass QC
BULT000004	NA	Pass QC
MBLT000003	NA	Pass QC
MBLT000001	NA	Pass QC
PORC000001	NA	Pass QC
BERG000005	NA	Pass QC
BERG000006	NA	Pass QC
HVSC000001	NA	Pass QC
FRSP000006	NA	Pass QC
FRSP000005	NA	Pass QC
FRSP000003	NA	Pass QC
FRSP000002	NA	Pass QC
FRSP000004	NA	Pass QC
FRSP000001	NA	Pass QC
ZAGR000003	NA	Pass QC
ZAGR000005	NA	Pass QC
ZAGR000004	NA	Pass QC
ZAGR000007	NA	Pass QC
DSFD000001	NA	Pass QC
EGTT000002	NA	Pass QC
EGTT000003	NA	Pass QC
DSFD000006	NA	Pass QC
DSFD000004	NA	Pass QC
DSFD000002	NA	Pass QC
DSFD000005	NA	Pass QC
DALM000002	NA	Pass QC
DALM000001	NA	Pass QC
DALM000005	NA	Pass QC
DALM000004	NA	Pass QC
DALM000003	NA	Pass QC
BOYK000004	NA	Pass QC
BOYK000002	NA	Pass QC
BOYK000001	NA	Pass QC
BOYK000005	NA	Pass QC
BOYK000003	NA	Pass QC
AKBH000002	NA	Pass QC
CSHD000004	NA	Pass QC
CSHD000003	NA	Pass QC
CSHD000005	NA	Pass QC
CSHD000001	NA	Pass QC
CSHD000002	NA	Pass QC
PTWD000002	NA	Pass QC
PTWD000003	NA	Pass QC
PTWD000008	NA	Pass QC
PTWD000007	NA	Pass QC
PTWD000004	NA	Pass QC
PTWD000006	NA	Pass QC
PTWD000001	NA	Pass QC
AMWS000001	NA	Pass QC
AMWS000004	NA	Pass QC
AMWS000005	NA	Pass QC
AMWS000002	NA	Pass QC
AMWS000006	NA	Pass QC
AMWS000003	NA	Pass QC
BFDB000006	NA	Pass QC
BFDB000002	NA	Pass QC
BFDB000005	NA	Pass QC
BFDB000001	NA	Pass QC
BFDB000003	NA	Pass QC
SLWP000001	NA	Pass QC
SLWP000003	NA	Pass QC
SLWP000004	NA	Pass QC
SLWP000002	NA	Pass QC
BMSH000005	NA	Pass QC
BMSH000006	NA	Pass QC
BMSH000003	NA	Pass QC
BMSH000004	NA	Pass QC
BMSH000001	NA	Pass QC
BMSH000002	NA	Pass QC
DACH000001	Dachshund	Pass QC
DACH000004	Dachshund	Pass QC
DACH000005	Dachshund	Pass QC
DACH000003	Dachshund	Pass QC
DACH000002	Dachshund	Pass QC
DACH000016	Dachshund	Pass QC
DACH000015	Dachshund	Pass QC
DACH000014	Dachshund	Pass QC
DACH000006	Dachshund	Pass QC
DACH000011	Dachshund	Pass QC
DACH000012	Dachshund	Pass QC
DACH000009	Dachshund	Pass QC
DACH000010	Dachshund	Pass QC
DACH000008	Dachshund	Pass QC
DACH000013	Dachshund	Pass QC
GWHP000003	NA	Pass QC
CFOU000003	NA	Pass QC
CFOU000002	NA	Pass QC
CFOU000004	NA	Pass QC
CFOU000001	NA	Pass QC
GWHP000001	NA	Pass QC
GWHP000002	NA	Pass QC
BRHM000003	NA	Pass QC
BRHM000005	NA	Pass QC
BRHM000006	NA	Pass QC
BRHM000002	NA	Pass QC
BRHM000001	NA	Pass QC
BRHM000004	NA	Pass QC
GOLD000007	NA	Pass QC
GOLD000003	NA	Pass QC
GOLD000002	NA	Pass QC
GOLD000004	NA	Pass QC
GOLD000005	NA	Pass QC
EPNT000006	NA	Pass QC
EPNT000004	NA	Pass QC
EPNT000002	NA	Pass QC
EPNT000005	NA	Pass QC
EPNT000003	NA	Pass QC
BOPD000004	NA	Pass QC
BOPD000002	NA	Pass QC
BOPD000001	NA	Pass QC
BOPD000008	NA	Pass QC
BOPD000007	NA	Pass QC
BOPD000006	NA	Pass QC
BOPD000003	NA	Pass QC
AKBH000003	NA	Pass QC
CRTR000009	NA	Pass QC
CRTR000012	NA	Pass QC
REDB000002	NA	Pass QC
ARIP000002	NA	Pass QC
ARIP000001	NA	Pass QC
ARIP000003	NA	Pass QC
ARIP000004	NA	Pass QC
ARIP000005	NA	Pass QC
ARIP000006	NA	Pass QC
CHIH000005	NA	Pass QC
PBGA000001	NA	Pass QC
PBGA000004	NA	Pass QC
PBGA000002	NA	Pass QC
ARHO000002	NA	Pass QC
ARHO000001	NA	Pass QC
BANO000002	NA	Pass QC
BANO000003	NA	Pass QC
BANO000001	NA	Pass QC
BANO000004	NA	Pass QC
BANO000006	NA	Pass QC
BANO000005	NA	Pass QC
MARM000006	NA	Pass QC
PASP000003	NA	Pass QC
PASP000001	NA	Pass QC
PASP000007	NA	Pass QC
PASP000006	NA	Pass QC
PASP000004	NA	Pass QC
IWSP000003	NA	Pass QC
IWSP000002	NA	Pass QC
IWSP000001	NA	Pass QC
IWSP000004	NA	Pass QC
SWHN000002	Swiss Hound	Pass QC
SWHN000003	Swiss Hound	Pass QC
SWHN000001	Swiss Hound	Pass QC
SWHN000008	Swiss Hound	Pass QC
SWHN000012	Swiss Hound	Pass QC
SWHN000004	Swiss Hound	Pass QC
SWHN000010	Swiss Hound	Pass QC
SWHN000006	Swiss Hound	Pass QC
DARG000002	NA	Pass QC
DARG000003	NA	Pass QC
DARG000001	NA	Pass QC
DARG000004	NA	Pass QC
DARG000005	NA	Pass QC
DOBP000004	NA	Pass QC
DOBP000005	NA	Pass QC
DOBP000007	NA	Pass QC
DOBP000006	NA	Pass QC
DOBP000003	NA	Pass QC
DOBP000001	NA	Pass QC
DOBP000002	NA	Pass QC
GLEN000003	NA	Pass QC
GLEN000001	NA	Pass QC
GLEN000004	NA	Pass QC
GLEN000002	NA	Pass QC
GLEN000006	NA	Pass QC
GLEN000005	NA	Pass QC
TYFX000006	Toy Fox Terrier	Pass QC
TYFX000004	Toy Fox Terrier	Pass QC
TYFX000002	Toy Fox Terrier	Pass QC
TYFX000005	Toy Fox Terrier	Pass QC
TYFX000010	Toy Fox Terrier	Pass QC
TYFX000009	Toy Fox Terrier	Pass QC
TYFX000007	Toy Fox Terrier	Pass QC
TYFX000003	Toy Fox Terrier	Pass QC
TYFX000001	Toy Fox Terrier	Pass QC
TYFX000008	Toy Fox Terrier	Pass QC
KUVZ000007	NA	Pass QC
KUVZ000004	NA	Pass QC
KUVZ000005	NA	Pass QC
KUVZ000008	NA	Pass QC
KUVZ000006	NA	Pass QC
AUSK000005	NA	Pass QC
PPOD000003	NA	Pass QC
PPOD000004	NA	Pass QC
SROV000002	NA	Pass QC
FLCR000001	NA	Pass QC
FLCR000002	NA	Pass QC
FLCR000003	NA	Pass QC
SKWH000002	NA	Pass QC
SKWH000001	NA	Pass QC
BRZT000003	NA	Pass QC
BRZT000005	NA	Pass QC
BRZT000002	NA	Pass QC
BRZT000006	NA	Pass QC
BRZT000001	NA	Pass QC
BRZT000004	NA	Pass QC
PUGD000001	NA	Pass QC
MSNZ000001	NA	Pass QC
MSNZ000002	NA	Pass QC
MSNZ000003	NA	Pass QC
MSNZ000004	NA	Pass QC
HOVA000004	NA	Pass QC
HOVA000003	NA	Pass QC
HOVA000002	NA	Pass QC
HOVA000001	NA	Pass QC
GHUT000003	NA	Pass QC
GHUT000004	NA	Pass QC
GHUT000002	NA	Pass QC
GHUT000005	NA	Pass QC
GHUT000001	NA	Pass QC
GHUT000006	NA	Pass QC
FXTE000001	NA	Pass QC
WIFX000001	NA	Pass QC
FXTE000002	NA	Pass QC
LAKE000002	NA	Pass QC
FXTE000006	Smooth Fox Terrier	Pass QC
LAKE000004	NA	Pass QC
LAKE000005	NA	Pass QC
LAKE000006	NA	Pass QC
LAKE000001	NA	Pass QC
LAKE000003	NA	Pass QC
COOK000001	NA	Pass QC
COOK000002	NA	Pass QC
COOK000005	NA	Pass QC
COOK000004	NA	Pass QC
COOK000006	NA	Pass QC
COOK000003	NA	Pass QC
KMUM000002	Small Munsterlander	Pass QC
KMUM000005	Small Munsterlander	Pass QC
KMUM000006	Small Munsterlander	Pass QC
KMUM000001	Small Munsterlander	Pass QC
KMUM000011	Small Munsterlander	Pass QC
KMUM000003	Small Munsterlander	Pass QC
KMUM000004	Small Munsterlander	Pass QC
KMUM000007	Small Munsterlander	Pass QC
KMUM000008	Small Munsterlander	Pass QC
KMUM000010	Small Munsterlander	Pass QC
KMUM000009	Small Munsterlander	Pass QC
SLAP000003	NA	Pass QC
SLAP000002	NA	Pass QC
SLAP000001	NA	Pass QC
AESK000005	NA	Pass QC
AESK000004	NA	Pass QC
AESK000006	NA	Pass QC
AESK000003	NA	Pass QC
AESK000002	NA	Pass QC
AESK000001	NA	Pass QC
BICH000005	NA	Pass QC
BICH000004	NA	Pass QC
PYMF000004	NA	Pass QC
PYMF000001	NA	Pass QC
PYMF000005	NA	Pass QC
PYMF000003	NA	Pass QC
PYMF000002	NA	Pass QC
PYMF000006	NA	Pass QC
NBUH000006	NA	Pass QC
NBUH000001	NA	Pass QC
NBUH000005	NA	Pass QC
NBUH000003	NA	Pass QC
NBUH000004	NA	Pass QC
VIZS000007	Vizsla	Pass QC
HSHP000001	Vizsla	Pass QC
VIZS000001	Vizsla	Pass QC
HWHP000001	Vizsla	Pass QC
VIZS000006	Vizsla	Pass QC
VIZS000004	Vizsla	Pass QC
VIZS000003	Vizsla	Pass QC
VIZS000005	Vizsla	Pass QC
VIZS000002	Vizsla	Pass QC
PHAR000005	NA	Pass QC
PHAR000001	NA	Pass QC
PHAR000002	NA	Pass QC
PHAR000003	NA	Pass QC
PHAR000004	NA	Pass QC
PHAR000006	NA	Pass QC
CIRN000004	NA	Pass QC
CIRN000002	NA	Pass QC
CIRN000006	NA	Pass QC
PYSH000006	Pyrenean Shepherd	Pass QC
PYSH000007	Pyrenean Shepherd	Pass QC
PYSH000011	Pyrenean Shepherd	Pass QC
PYSH000001	Pyrenean Shepherd	Pass QC
PYSH000003	Pyrenean Shepherd	Pass QC
PYSH000004	Pyrenean Shepherd	Pass QC
PYSH000005	Pyrenean Shepherd	Pass QC
PYSH000012	Pyrenean Shepherd	Pass QC
PYSH000008	Pyrenean Shepherd	Pass QC
PYSH000009	Pyrenean Shepherd	Pass QC
PYSH000010	Pyrenean Shepherd	Pass QC
KEES000005	Keeshond	Pass QC
KEES000002	Keeshond	Pass QC
KEES000006	Keeshond	Pass QC
KEES000011	Keeshond	Pass QC
KEES000003	Keeshond	Pass QC
KEES000007	Keeshond	Pass QC
KEES000008	Keeshond	Pass QC
KEES000009	Keeshond	Pass QC
KEES000004	Keeshond	Pass QC
KEES000010	Keeshond	Pass QC
KEES000012	Keeshond	Pass QC
SAAR000002	NA	Pass QC
SAAR000004	NA	Pass QC
SAAR000003	NA	Pass QC
SAAR000001	NA	Pass QC
CZEC000003	NA	Pass QC
CZEC000002	NA	Pass QC
CZEC000001	NA	Pass QC
CZEC000004	NA	Pass QC
TMSK000001	NA	Pass QC
BBLS000003	White Swiss Shepherd Dog	Pass QC
WSSD000006	White Swiss Shepherd Dog	Pass QC
WSSD000007	White Swiss Shepherd Dog	Pass QC
WSSD000010	White Swiss Shepherd Dog	Pass QC
WSSD000008	White Swiss Shepherd Dog	Pass QC
BBLS000001	White Swiss Shepherd Dog	Pass QC
WSSD000005	White Swiss Shepherd Dog	Pass QC
WSSD000009	White Swiss Shepherd Dog	Pass QC
WSSD000004	White Swiss Shepherd Dog	Pass QC
WSSD000003	White Swiss Shepherd Dog	Pass QC
BBLS000002	White Swiss Shepherd Dog	Pass QC
BHSP000004	NA	Pass QC
BHSP000001	NA	Pass QC
BHSP000005	NA	Pass QC
BHSP000002	NA	Pass QC
BHSP000003	NA	Pass QC
BHSP000006	NA	Pass QC
SHIL000001	NA	Pass QC
OLGS000006	NA	Pass QC
GRSD000002	NA	Pass QC
GRSD000003	NA	Pass QC
EEUS000002	NA	Pass QC
EEUS000003	NA	Pass QC
EEUS000001	NA	Pass QC
SEAL000010	Sealyham Terrier	Pass QC
SEAL000009	Sealyham Terrier	Pass QC
SEAL000008	Sealyham Terrier	Pass QC
SEAL000003	Sealyham Terrier	Pass QC
SEAL000006	Sealyham Terrier	Pass QC
SEAL000004	Sealyham Terrier	Pass QC
SEAL000007	Sealyham Terrier	Pass QC
SEAL000002	Sealyham Terrier	Pass QC
SEAL000005	Sealyham Terrier	Pass QC
CSKT000005	NA	Pass QC
CSKT000008	NA	Pass QC
CSKT000006	NA	Pass QC
CSKT000007	NA	Pass QC
CSKT000003	NA	Pass QC
PBGV000005	Petit Basset Griffon Vendeen	Pass QC
PBGV000001	Petit Basset Griffon Vendeen	Pass QC
PBGV000006	Petit Basset Griffon Vendeen	Pass QC
PBGV000004	Petit Basset Griffon Vendeen	Pass QC
PBGV000007	Petit Basset Griffon Vendeen	Pass QC
PBGV000009	Petit Basset Griffon Vendeen	Pass QC
PBGV000002	Petit Basset Griffon Vendeen	Pass QC
PBGV000003	Petit Basset Griffon Vendeen	Pass QC
PBGV000008	Petit Basset Griffon Vendeen	Pass QC
PBGV000010	Petit Basset Griffon Vendeen	Pass QC
PBGV000012	Petit Basset Griffon Vendeen	Pass QC
GBGV000002	NA	Pass QC
GBGV000003	NA	Pass QC
GBGV000005	NA	Pass QC
GBGV000004	NA	Pass QC
GBGV000001	NA	Pass QC
SSHP000002	NA	Pass QC
SSHP000001	NA	Pass QC
SSHP000003	NA	Pass QC
SSHP000004	NA	Pass QC
FINS000006	NA	Pass QC
FINS000001	NA	Pass QC
FINS000005	NA	Pass QC
FINS000004	NA	Pass QC
FINS000003	NA	Pass QC
FINS000002	NA	Pass QC
KANG000002	NA	Pass QC
KARS000002	NA	Pass QC
KARS000006	NA	Pass QC
KARS000005	NA	Pass QC
BELS000001	NA	Pass QC
BELS000003	NA	Pass QC
GRND000002	NA	Pass QC
TERV000006	NA	Pass QC
BELS000002	NA	Pass QC
GRND000003	NA	Pass QC
BEAU000002	NA	Pass QC
GRND000001	NA	Pass QC
TERV000002	NA	Pass QC
DSHP000004	NA	Pass QC
PEMB000001	NA	Pass QC
EGTT000005	NA	Pass QC
ICES000001	NA	Pass QC
ICES000003	NA	Pass QC
ICES000002	NA	Pass QC
ICES000006	NA	Pass QC
ICES000005	NA	Pass QC
ICES000004	NA	Pass QC
NLUN000001	NA	Pass QC
NLUN000005	NA	Pass QC
NLUN000004	NA	Pass QC
NLUN000002	NA	Pass QC
NLUN000003	NA	Pass QC
CHIN000004	NA	Pass QC
CHIN000001	NA	Pass QC
CHIN000007	NA	Pass QC
CHIN000003	NA	Pass QC
CHIN000006	NA	Pass QC
CHIN000005	NA	Pass QC
STBD000001	Saint Bernard	Pass QC
STBD000003	Saint Bernard	Pass QC
STBD000002	Saint Bernard	Pass QC
STBD000013	Saint Bernard	Pass QC
STBD000004	Saint Bernard	Pass QC
STBD000012	Saint Bernard	Pass QC
STBD000009	Saint Bernard	Pass QC
STBD000006	Saint Bernard	Pass QC
STBD000005	Saint Bernard	Pass QC
STBD000007	Saint Bernard	Pass QC
STBD000011	Saint Bernard	Pass QC
STBD000010	Saint Bernard	Pass QC
STBD000008	Saint Bernard	Pass QC
EGTT000010	English Toy Terrier	Pass QC
EGTT000016	English Toy Terrier	Pass QC
EGTT000007	English Toy Terrier	Pass QC
EGTT000008	English Toy Terrier	Pass QC
EGTT000011	English Toy Terrier	Pass QC
EGTT000014	English Toy Terrier	Pass QC
EGTT000012	English Toy Terrier	Pass QC
EGTT000015	English Toy Terrier	Pass QC
EGTT000009	English Toy Terrier	Pass QC
EGTT000013	English Toy Terrier	Pass QC
MANT000007	NA	Pass QC
MANT000002	NA	Pass QC
MANT000008	NA	Pass QC
MANT000009	NA	Pass QC
MANT000003	NA	Pass QC
MANT000005	NA	Pass QC
MANT000006	NA	Pass QC
MANT000001	NA	Pass QC
MANT000004	NA	Pass QC
