Sample_id,Coverage,Breed,SampleName,DiseaseAcronym,Status,The_reason_to_exclude
PEMB000001,20.54,Pembroke Welsh Corgi,PEMB000001,NA,Normal,Pass QC
PERH000001,19.76,Peruvian Hairless,PERH000001,NA,Normal,Pass QC
PERH000002,16.99,Peruvian Hairless,PERH000002,NA,Normal,Pass QC
PERH000003,18.18,Peruvian Hairless,PERH000003,NA,Normal,Pass QC
PERH000004,18.07,Peruvian Hairless,PERH000004,NA,Normal,Pass QC
PERH000005,19.01,Peruvian Hairless,PERH000005,NA,Normal,Pass QC
PHAL000001,18.29,Continental Toy Spaniel (Phalene),PHAL000001,NA,Normal,Pass QC
PHAL000002,17.47,Continental Toy Spaniel (Phalene),PHAL000002,NA,Normal,Pass QC
PHAL000003,18.93,Continental Toy Spaniel (Phalene),PHAL000003,NA,Normal,Pass QC
PHAL000004,21.41,Continental Toy Spaniel (Phalene),PHAL000004,NA,Normal,Pass QC
PHAL000005,21.87,Continental Toy Spaniel (Phalene),PHAL000005,NA,Normal,Pass QC
PHAR000001,17.8,Pharaoh Hound,PHAR000001,NA,Normal,Pass QC
PHAR000002,19.29,Pharaoh Hound,PHAR000002,NA,Normal,Pass QC
PHAR000003,18.69,Pharaoh Hound,PHAR000003,NA,Normal,Pass QC
PHAR000004,18.23,Pharaoh Hound,PHAR000004,NA,Normal,Pass QC
PHAR000005,19.92,Pharaoh Hound,PHAR000005,NA,Normal,Pass QC
PHAR000006,20.98,Pharaoh Hound,PHAR000006,NA,Normal,Pass QC
PISH000001,18.67,Picardy Shepherd,PISH000001,NA,Normal,Pass QC
PISH000002,18.36,Picardy Shepherd,PISH000002,NA,Normal,Pass QC
PISH000003,17.89,Picardy Shepherd,PISH000003,NA,Normal,Pass QC
PISH000004,20.02,Picardy Shepherd,PISH000004,NA,Normal,Pass QC
PISH000005,20.03,Picardy Shepherd,PISH000005,NA,Normal,Pass QC
PISH000006,19.22,Picardy Shepherd,PISH000006,NA,Normal,Pass QC
PISP000001,17.83,Picardy Spaniel,PISP000001,NA,Normal,Pass QC
PISP000002,18.48,Picardy Spaniel,PISP000002,NA,Normal,Pass QC
PISP000003,19.93,Picardy Spaniel,PISP000003,NA,Normal,Pass QC
PISP000004,20.49,Picardy Spaniel,PISP000004,NA,Normal,Pass QC
PLOT000001,18,Plott Hound,PLOT000001,NA,Normal,Pass QC
POLG000001,18.64,Polish Greyhound,POLG000001,NA,Normal,Pass QC
POLG000002,17.57,Polish Greyhound,POLG000002,NA,Normal,Pass QC
POLG000003,20.7,Polish Greyhound,POLG000003,NA,Normal,Pass QC
POLG000004,19.81,Polish Greyhound,POLG000004,NA,Normal,Pass QC
POLG000005,18.53,Polish Greyhound,POLG000005,NA,Normal,Pass QC
POLG000006,19.23,Polish Greyhound,POLG000006,NA,Normal,Pass QC
POLG000007,17.19,Polish Greyhound,POLG000007,NA,Normal,Pass QC
POLS000001,18.63,Polish Lowland Sheepdog,POLS000001,NA,Normal,Pass QC
POLS000002,20.23,Polish Lowland Sheepdog,POLS000002,NA,Normal,Pass QC
POLS000003,19.08,Polish Tatra Sheepdog,POLS000003,NA,Normal,Pass QC
POLS000004,20.62,Polish Tatra Sheepdog,POLS000004,NA,Normal,Pass QC
POMR000001,9.34,Pomeranian,POMR000001,NA,Normal,Pass QC
POMR000002,18.96,Pomeranian,POMR000002,NA,Normal,Pass QC
POMR000003,16.56,Pomeranian,POMR000003,NA,Normal,Pass QC
POMR000004,18.14,Pomeranian,POMR000004,NA,Normal,Pass QC
POMR000005,18.64,Pomeranian,POMR000005,NA,Normal,Pass QC
POMR000006,17.61,Pomeranian,POMR000006,NA,Normal,Pass QC
POMR000007,20.19,Pomeranian,POMR000007,NA,Normal,Pass QC
POMR000008,17.52,Pomeranian,POMR000008,NA,Normal,Pass QC
POOD000001,20.06,Poodle,POOD000001,NA,Normal,Pass QC
POPT000001,19.08,Portuguese Pointer,POPT000001,NA,Normal,Pass QC
PORC000001,18.56,Porcelaine,PORC000001,NA,Normal,Pass QC
POSD000001,17.81,Portuguese Sheepdog,POSD000001,NA,Normal,Pass QC
POSD000002,18.1,Portuguese Sheepdog,POSD000002,NA,Normal,Pass QC
POSD000003,18.06,Portuguese Sheepdog,POSD000003,NA,Normal,Pass QC
POSD000004,18.53,Portuguese Sheepdog,POSD000004,NA,Normal,Pass QC
POSD000005,18.29,Portuguese Sheepdog,POSD000005,NA,Normal,Pass QC
POSD000006,17.84,Portuguese Sheepdog,POSD000006,NA,Normal,Pass QC
POSH000001,18.47,Posavac Hound,POSH000001,NA,Normal,Pass QC
PPOD000001,18.19,Portuguese Podengo,PPOD000001,NA,Normal,Pass QC
PPOD000002,17.49,Portuguese Podengo,PPOD000002,NA,Normal,Pass QC
PPOD000003,17.55,Portuguese Podengo Pequeno,PPOD000003,NA,Normal,Pass QC
PPOD000004,19.25,Portuguese Podengo Pequeno,PPOD000004,NA,Normal,Pass QC
PPOP000001,18.52,Portuguese Podengo Pequeno,PPOP000001,NA,Normal,Pass QC
PPOP000002,14.91,Portuguese Podengo Pequeno,PPOP000002,NA,Normal,Pass QC
PRKR000001,18.56,Prague Ratter,PRKR000001,NA,Normal,Pass QC
PRKR000002,19.17,Prague Ratter,PRKR000002,NA,Normal,Pass QC
PRKR000003,20.27,Prague Ratter,PRKR000003,NA,Normal,Pass QC
PRKR000004,18.58,Prague Ratter,PRKR000004,NA,Normal,Pass QC
PRKR000005,18.89,Prague Ratter,PRKR000005,NA,Normal,Pass QC
PTAS000001,18.02,Polish Tatra Sheepdog,PTAS000001,NA,Normal,Pass QC
PTAS000002,18.72,Polish Tatra Sheepdog,PTAS000002,NA,Normal,Pass QC
PTAS000003,18.65,Polish Tatra Sheepdog,PTAS000003,NA,Normal,Pass QC
PTAS000004,18.93,Polish Tatra Sheepdog,PTAS000004,NA,Normal,Pass QC
PTAS000005,20.18,Polish Tatra Sheepdog,PTAS000005,NA,Normal,Pass QC
PTAS000006,17.63,Polish Tatra Sheepdog,PTAS000006,NA,Normal,Pass QC
PTWD000001,15.74,Portuguese Water Dog,PTWD000001,NA,Normal,Pass QC
PTWD000002,17.13,Portuguese Water Dog,PTWD000002,NA,Normal,Pass QC
PTWD000003,17.3,Portuguese Water Dog,PTWD000003,NA,Normal,Pass QC
PTWD000004,17.74,Portuguese Water Dog,PTWD000004,NA,Normal,Pass QC
PTWD000005,19.24,Portuguese Water Dog,PTWD000005,NA,Normal,Pass QC
PTWD000006,18.79,Portuguese Water Dog,PTWD000006,NA,Normal,Pass QC
PTWD000007,17.13,Portuguese Water Dog,PTWD000007,NA,Normal,Pass QC
PTWD000008,20.31,Portuguese Water Dog,PTWD000008,NA,Normal,Pass QC
PUDL000001,18.21,Pudelpointer,PUDL000001,NA,Normal,Pass QC
PUDL000002,17.46,Pudelpointer,PUDL000002,NA,Normal,Pass QC
PUDL000003,17.76,Pudelpointer,PUDL000003,NA,Normal,Pass QC
PUDL000004,19.49,Unknown,PUDL000004,NA,Normal,Pass QC
PUGD000001,19.5,Pug,PUGD000001,NA,Normal,Pass QC
PULI000001,17.63,Puli,PULI000001,NA,Normal,Pass QC
PULI000002,17.37,Puli,PULI000002,NA,Normal,Pass QC
PULI000003,17.72,Puli,PULI000003,NA,Normal,Pass QC
PULI000004,19.87,Puli,PULI000004,NA,Normal,Pass QC
PULI000005,19.75,Puli,PULI000005,NA,Normal,Pass QC
PULI000006,20.52,Puli,PULI000006,NA,Normal,Pass QC
PUMI000001,16.68,Pumi,PUMI000001,NA,Normal,Pass QC
PUMI000002,19.41,Pumi,PUMI000002,NA,Normal,Pass QC
PUMI000003,17.35,Pumi,PUMI000003,NA,Normal,Pass QC
PUMI000004,18.33,Pumi,PUMI000004,NA,Normal,Pass QC
PUMI000005,17.94,Pumi,PUMI000005,NA,Normal,Pass QC
PUMI000006,17.47,Pumi,PUMI000006,NA,Normal,Pass QC
PYMF000001,18.68,Pyrenean Mastiff,PYMF000001,NA,Normal,Pass QC
PYMF000002,18.08,Pyrenean Mastiff,PYMF000002,NA,Normal,Pass QC
PYMF000003,18.2,Pyrenean Mastiff,PYMF000003,NA,Normal,Pass QC
PYMF000004,19.21,Pyrenean Mastiff,PYMF000004,NA,Normal,Pass QC
PYMF000005,19.36,Pyrenean Mastiff,PYMF000005,NA,Normal,Pass QC
PYMF000006,18.79,Pyrenean Mastiff,PYMF000006,NA,Normal,Pass QC
PYSH000001,18.05,Pyrenean Shepherd,PYSH000001,NA,Normal,Pass QC
PYSH000002,19.55,Great Pyrenees,PYSH000002,NA,Normal,Pass QC
PYSH000003,19.35,Pyrenean Shepherd,PYSH000003,NA,Normal,Pass QC
PYSH000004,19.56,Pyrenean Shepherd,PYSH000004,NA,Normal,Pass QC
PYSH000005,20.23,Pyrenean Shepherd,PYSH000005,NA,Normal,Pass QC
PYSH000006,19.36,Pyrenean Shepherd,PYSH000006,NA,Normal,Pass QC
PYSH000007,20.55,Pyrenean Shepherd,PYSH000007,NA,Normal,Pass QC
PYSH000008,18.75,Pyrenean Shepherd,PYSH000008,NA,Normal,Pass QC
PYSH000009,19.7,Pyrenean Shepherd,PYSH000009,NA,Normal,Pass QC
PYSH000010,17.92,Pyrenean Shepherd,PYSH000010,NA,Normal,Pass QC
PYSH000011,17.58,Pyrenean Shepherd,PYSH000011,NA,Normal,Pass QC
PYSH000012,19,Pyrenean Shepherd,PYSH000012,NA,Normal,Pass QC
RABA000002,20.12,Ratonero Bodeguero Andaluz,RABA000002,NA,Normal,Pass QC
RATT000001,20.23,Rat Terrier,RATT000001,NA,Normal,Pass QC
RATT000002,20.56,Rat Terrier,RATT000002,NA,Normal,Pass QC
REDB000001,21.22,Redbone Coonhound,REDB000001,NA,Normal,Pass QC
REDB000002,18.73,Redbone Coonhound,REDB000002,NA,Normal,Pass QC
REDB000003,19.27,Redbone Coonhound,REDB000003,NA,Normal,Pass QC
RHOD000001,19.77,Rhodesian Ridgeback,RHOD000001,NA,Normal,Pass QC
RHOD000002,18.39,Rhodesian Ridgeback,RHOD000002,NA,Normal,Pass QC
ROOS000001,19.62,Teddy Roosevelt Terrier,ROOS000001,NA,Normal,Pass QC
ROOS000002,19.98,Teddy Roosevelt Terrier,ROOS000002,NA,Normal,Pass QC
RTOY000001,18.24,Russian Toy,RTOY000001,NA,Normal,Pass QC
RTOY000002,18.13,Russian Toy,RTOY000002,NA,Normal,Pass QC
RUSH000001,17.72,Russian Hound,RUSH000001,NA,Normal,Pass QC
RUSH000002,16.97,Russian Hound,RUSH000002,NA,Normal,Pass QC
RUSH000003,18.71,Russian Hound,RUSH000003,NA,Normal,Pass QC
RUSH000004,25.75,Russian Hound,RUSH000004,NA,Normal,Pass QC
RUSH000005,25.09,Russian Hound,RUSH000005,NA,Normal,Pass QC
RUSH000006,17.02,Russian Hound,RUSH000006,NA,Normal,Pass QC
RUTY000001,19.24,Russian Toy,RUTY000001,NA,Normal,Pass QC
RUTY000002,17.43,Russian Toy,RUTY000002,NA,Normal,Pass QC
RUTY000003,18.66,Russian Toy,RUTY000003,NA,Normal,Pass QC
RUTY000004,18.42,Russian Toy,RUTY000004,NA,Normal,Pass QC
RWSE000001,20.42,Irish Red and White Setter,RWSE000001,NA,Normal,Pass QC
SAAR000001,19.31,Saarloos Wolfdog,SAAR000001,NA,Normal,Pass QC
SAAR000002,17.55,Saarloos Wolfdog,SAAR000002,NA,Normal,Pass QC
SAAR000003,17.25,Saarloos Wolfdog,SAAR000003,NA,Normal,Pass QC
SAAR000004,17.12,Saarloos Wolfdog,SAAR000004,NA,Normal,Pass QC
SALU000001,22.34,Saluki,SALU000001,NA,Normal,Pass QC
SALU000002,22.3,Saluki,SALU000002,NA,Normal,Pass QC
SALU000003,18.39,Saluki,SALU000003,NA,Normal,Pass QC
SAMO000001,17.56,Samoyed,SAMO000001,NA,Normal,Pass QC
SAMO000002,18.28,Samoyed,SAMO000002,NA,Normal,Pass QC
SAMO000003,18.55,Samoyed,SAMO000003,NA,Normal,Pass QC
SAMO000004,17.88,Samoyed,SAMO000004,NA,Normal,Pass QC
SARP000001,18.56,Sarplaninac,SARP000001,NA,Normal,Pass QC
SARP000002,18.51,Sarplaninac,SARP000002,NA,Normal,Pass QC
SARP000003,17.74,Sarplaninac,SARP000003,NA,Normal,Pass QC
SARP000004,19.47,Sarplaninac,SARP000004,NA,Normal,Pass QC
SCPD000001,18.66,Schapendoes,SCPD000001,NA,Normal,Pass QC
SCPD000002,19.07,Schapendoes,SCPD000002,NA,Normal,Pass QC
SCPD000003,23.07,Schapendoes,SCPD000003,NA,Normal,Pass QC
SCPD000004,20.74,Schapendoes,SCPD000004,NA,Normal,Pass QC
SEAL000001,4.86,Sealyham Terrier,SEAL000001,NA,Normal,Pass QC
SEAL000002,17.89,Sealyham Terrier,SEAL000002,NA,Normal,Pass QC
SEAL000003,17.57,Sealyham Terrier,SEAL000003,NA,Normal,Pass QC
SEAL000004,13.58,Sealyham Terrier,SEAL000004,NA,Normal,Pass QC
SEAL000005,17.64,Sealyham Terrier,SEAL000005,NA,Normal,Pass QC
SEAL000006,16.62,Sealyham Terrier,SEAL000006,NA,Normal,Pass QC
SEAL000007,17.97,Sealyham Terrier,SEAL000007,NA,Normal,Pass QC
SEAL000008,17.17,Sealyham Terrier,SEAL000008,NA,Normal,Pass QC
SEAL000009,16.87,Sealyham Terrier,SEAL000009,NA,Normal,Pass QC
SEAL000010,18.57,Sealyham Terrier,SEAL000010,NA,Normal,Pass QC
SGGO000001,19.6,Segugio Italiano,SGGO000001,NA,Normal,Pass QC
SGGO000002,19.92,Segugio Italiano,SGGO000002,NA,Normal,Pass QC
SGGO000003,18.64,Segugio Italiano,SGGO000003,NA,Normal,Pass QC
SGGO000004,22.58,Segugio Italiano,SGGO000004,NA,Normal,Pass QC
SHAR000001,17.1,Chinese Shar-Pei,SHAR000001,NA,Normal,Pass QC
SHAR000002,17.96,Chinese Shar-Pei,SHAR000002,NA,Normal,Pass QC
SHAR000003,21.27,Chinese Shar-Pei,SHAR000003,NA,Normal,Pass QC
SHIB000001,19.13,Shiba Inu,SHIB000001,NA,Normal,Pass QC
SHIB000002,18.14,Shiba Inu,SHIB000002,NA,Normal,Pass QC
SHIB000003,17.9,Shiba Inu,SHIB000003,NA,Normal,Pass QC
SHIH000001,19.93,Shih Tzu,SHIH000001,NA,Normal,Pass QC
SHIH000002,18.02,Shih Tzu,SHIH000002,NA,Normal,Pass QC
SHIH000003,17.23,Shih Tzu,SHIH000003,NA,Normal,Pass QC
SHIH000004,22.85,Shih Tzu,SHIH000004,NA,Normal,Pass QC
SHIH000005,20.98,Shih Tzu,SHIH000005,NA,Normal,Pass QC
SHIL000001,18.47,Shiloh Shepherd,SHIL000001,NA,Normal,Pass QC
SIKU000001,18.57,Shikoku,SIKU000001,NA,Normal,Pass QC
SILK000001,20.33,Silky Terrier,SILK000001,NA,Normal,Pass QC
SILK000002,23.95,Silky Terrier,SILK000002,NA,Normal,Pass QC
SILK000003,18.9,Silky Terrier,SILK000003,NA,Normal,Pass QC
SILK000004,12.95,Skye Terrier,SILK000004,NA,Normal,Pass QC
SILK000005,17.64,Skye Terrier,SILK000005,NA,Normal,Pass QC
SKIP000001,21.67,Schipperke,SKIP000001,NA,Normal,Pass QC
SKIP000002,19.01,Rhodesian Ridgeback,SKIP000002,NA,Normal,Pass QC
SKIP000003,18.33,Schipperke,SKIP000003,NA,Normal,Pass QC
SKIP000004,23.4,Schipperke,SKIP000004,NA,Normal,Pass QC
SKIP000005,18.67,Schipperke,SKIP000005,NA,Normal,Pass QC
SKIP000006,18.38,Schipperke,SKIP000006,NA,Normal,Pass QC
SKWH000001,19.86,Silken Windhound,SKWH000001,NA,Normal,Pass QC
SKWH000002,17.46,Silken Windhound,SKWH000002,NA,Normal,Pass QC
SKYE000003,17.35,Skye Terrier,SKYE000003,NA,Normal,Pass QC
SLAP000001,16.36,Swedish Lapphund,SLAP000001,NA,Normal,Pass QC
SLAP000002,18.33,Swedish Lapphund,SLAP000002,NA,Normal,Pass QC
SLAP000003,18.6,Swedish Lapphund,SLAP000003,NA,Normal,Pass QC
SLCU000001,17.62,Slovak Cuvac,SLCU000001,NA,Normal,Pass QC
SLCU000002,17.41,Slovak Cuvac,SLCU000002,NA,Normal,Pass QC
SLCU000003,17.75,Slovak Cuvac,SLCU000003,NA,Normal,Pass QC
SLCU000004,17.55,Slovak Cuvac,SLCU000004,NA,Normal,Pass QC
SLCU000005,18.62,Slovak Cuvac,SLCU000005,NA,Normal,Pass QC
SLCU000006,17.48,Slovak Cuvac,SLCU000006,NA,Normal,Pass QC
SLCU000007,18.23,Slovak Cuvac,SLCU000007,NA,Normal,Pass QC
SLKV000001,17.99,Slovensky Kopov,SLKV000001,NA,Normal,Pass QC
SLKV000002,19.74,Slovensky Kopov,SLKV000002,NA,Normal,Pass QC
SLOU000001,15.91,Sloughi,SLOU000001,NA,Normal,Pass QC
SLOU000002,18.76,Sloughi,SLOU000002,NA,Normal,Pass QC
SLOU000003,18.56,Sloughi,SLOU000003,NA,Normal,Pass QC
SLWP000001,19.48,Slovakian Wirehaired Pointer,SLWP000001,NA,Normal,Pass QC
SLWP000002,18.13,Slovakian Wirehaired Pointer,SLWP000002,NA,Normal,Pass QC
SLWP000003,17.82,Slovakian Wirehaired Pointer,SLWP000003,NA,Normal,Pass QC
SLWP000004,18.81,Slovakian Wirehaired Pointer,SLWP000004,NA,Normal,Pass QC
SMCD000001,19.44,Saint Miguel Cattle Dog,SMCD000001,NA,Normal,Pass QC
SMCD000002,18.39,Saint Miguel Cattle Dog,SMCD000002,NA,Normal,Pass QC
SMFX000001,19.09,Smooth Fox Terrier,SMFX000001,NA,Normal,Pass QC
SMFX000002,20.36,Smooth Fox Terrier,SMFX000002,NA,Normal,Pass QC
SMFX000003,17.51,Smooth Fox Terrier,SMFX000003,NA,Normal,Pass QC
SMFX000004,16.5,Smooth Fox Terrier,SMFX000004,NA,Normal,Pass QC
SMFX000005,20.2,Smooth Fox Terrier,SMFX000005,NA,Normal,Pass QC
SMFX000006,5.04,Smooth Fox Terrier,SMFX000006,NA,Normal,Pass QC
SMSH000001,17.66,Small Swiss Hound,SMSH000001,NA,Normal,Pass QC
SMSH000002,16.53,Small Swiss Hound,SMSH000002,NA,Normal,Pass QC
SMSH000003,16.57,Small Swiss Hound,SMSH000003,NA,Normal,Pass QC
SMSH000004,17.71,Small Swiss Hound,SMSH000004,NA,Normal,Pass QC
SMSH000005,19.11,Small Swiss Hound,SMSH000005,NA,Normal,Pass QC
SMSH000006,16.1,Small Swiss Hound,SMSH000006,NA,Normal,Pass QC
SMSH000007,17.61,Small Swiss Hound,SMSH000007,NA,Normal,Pass QC
SMSH000008,18.18,Small Swiss Hound,SMSH000008,NA,Normal,Pass QC
SMSH000009,18.46,Small Swiss Hound,SMSH000009,NA,Normal,Pass QC
SMSH000010,19.13,Small Swiss Hound,SMSH000010,NA,Normal,Pass QC
SMSH000011,18.64,Small Swiss Hound,SMSH000011,NA,Normal,Pass QC
SMSH000012,18.1,Small Swiss Hound,SMSH000012,NA,Normal,Pass QC
SPEI000001,18.21,Chinese Shar-Pei,SPEI000001,NA,Normal,Pass QC
SPEI000002,18.73,Chinese Shar-Pei,SPEI000002,NA,Normal,Pass QC
SPEI000003,18.81,Chinese Shar-Pei,SPEI000003,NA,Normal,Pass QC
SPEI000004,20.9,Chinese Shar-Pei,SPEI000004,NA,Normal,Pass QC
SPEI000005,20.06,Chinese Shar-Pei,SPEI000005,NA,Normal,Pass QC
SPEI000006,20.49,Chinese Shar-Pei,SPEI000006,NA,Normal,Pass QC
SPIN000001,20.41,Spinone Italiano,SPIN000001,NA,Normal,Pass QC
SPIN000002,18.51,Spinone Italiano,SPIN000002,NA,Normal,Pass QC
SPIN000003,17.82,Spinone Italiano,SPIN000003,NA,Normal,Pass QC
SPIN000004,22.44,Spinone Italiano,SPIN000004,NA,Normal,Pass QC
SPIN000005,20.22,Spinone Italiano,SPIN000005,NA,Normal,Pass QC
SPIN000006,18.52,Spinone Italiano,SPIN000006,NA,Normal,Pass QC
SPIN000007,17.44,Spinone Italiano,SPIN000007,NA,Normal,Pass QC
SPIN000008,19.49,Spinone Italiano,SPIN000008,NA,Normal,Pass QC
SPMT000001,20.88,Spanish Mastiff,SPMT000001,NA,Normal,Pass QC
SPMT000002,17.72,Spanish Mastiff,SPMT000002,NA,Normal,Pass QC
SPMT000003,17.73,Spanish Mastiff,SPMT000003,NA,Normal,Pass QC
SPMT000004,18.3,Spanish Mastiff,SPMT000004,NA,Normal,Pass QC
SPMT000005,21.07,Spanish Mastiff,SPMT000005,NA,Normal,Pass QC
SPMT000006,18.12,Spanish Mastiff,SPMT000006,NA,Normal,Pass QC
SPWD000001,18.24,Spanish Water Dog,SPWD000001,NA,Normal,Pass QC
SPWD000002,20.64,Spanish Water Dog,SPWD000002,NA,Normal,Pass QC
SPWD000003,21.73,Spanish Water Dog,SPWD000003,NA,Normal,Pass QC
SPWD000004,17.3,Spanish Water Dog,SPWD000004,NA,Normal,Pass QC
SRAB000001,18.06,Sarabi,SRAB000001,NA,Normal,Pass QC
SRAB000002,19.79,Sarabi,SRAB000002,NA,Normal,Pass QC
SROV000001,17.94,South Russian Ovcharka,SROV000001,NA,Normal,Pass QC
SROV000002,18.83,Unknown,SROV000002,NA,Normal,Pass QC
SROV000003,17.95,South Russian Ovcharka,SROV000003,NA,Normal,Pass QC
SROV000004,19.01,South Russian Ovcharka,SROV000004,NA,Normal,Pass QC
SSHP000001,21.26,Shetland Sheepdog,SSHP000001,NA,Normal,Pass QC
SSHP000002,19.05,Shetland Sheepdog,SSHP000002,NA,Normal,Pass QC
SSHP000003,18.72,Shetland Sheepdog,SSHP000003,NA,Normal,Pass QC
SSHP000004,18.94,Shetland Sheepdog,SSHP000004,NA,Normal,Pass QC
SSNZ000001,18.13,Standard Schnauzer,SSNZ000001,NA,Normal,Pass QC
STAF000001,18.6,Staffordshire Bull Terrier,STAF000001,NA,Normal,Pass QC
STAF000002,17.83,Staffordshire Bull Terrier,STAF000002,NA,Normal,Pass QC
STAF000003,20.09,Staffordshire Bull Terrier,STAF000003,NA,Normal,Pass QC
STAF000004,18.18,Staffordshire Bull Terrier,STAF000004,NA,Normal,Pass QC
STAF000005,19.64,Staffordshire Bull Terrier,STAF000005,NA,Normal,Pass QC
STAF000006,18.8,Staffordshire Bull Terrier,STAF000006,NA,Normal,Pass QC
STBD000001,17.5,Saint Bernard,STBD000001,NA,Normal,Pass QC
STBD000002,17.44,Saint Bernard,STBD000002,NA,Normal,Pass QC
STBD000003,16.4,Saint Bernard,STBD000003,NA,Normal,Pass QC
STBD000004,17.7,Saint Bernard,STBD000004,NA,Normal,Pass QC
STBD000005,23.63,Saint Bernard,STBD000005,NA,Normal,Pass QC
STBD000006,18.9,Saint Bernard,STBD000006,NA,Normal,Pass QC
STBD000007,23.2,Saint Bernard,STBD000007,NA,Normal,Pass QC
STBD000008,16.05,Saint Bernard,STBD000008,NA,Normal,Pass QC
STBD000009,16.49,Saint Bernard,STBD000009,NA,Normal,Pass QC
STBD000010,20.09,Saint Bernard,STBD000010,NA,Normal,Pass QC
STBD000011,17.8,Saint Bernard,STBD000011,NA,Normal,Pass QC
STBD000012,17.57,Saint Bernard,STBD000012,NA,Normal,Pass QC
STBD000013,17.75,Saint Bernard,STBD000013,NA,Normal,Pass QC
STBY000001,23.1,Stabyhoun,STBY000001,NA,Normal,Pass QC
STBY000002,16.99,Stabyhoun,STBY000002,NA,Normal,Pass QC
STBY000003,17.87,Stabyhoun,STBY000003,NA,Normal,Pass QC
STBY000004,18.74,Stabyhoun,STBY000004,NA,Normal,Pass QC
SUSP000001,21.54,Saint-Usuge Spaniel,SUSP000001,NA,Normal,Pass QC
SUSX000001,17.43,Sussex Spaniel,SUSX000001,NA,Normal,Pass QC
SUSX000002,16.27,Sussex Spaniel,SUSX000002,NA,Normal,Pass QC
SUSX000003,16.05,Sussex Spaniel,SUSX000003,NA,Normal,Pass QC
SUSX000004,19.28,Sussex Spaniel,SUSX000004,NA,Normal,Pass QC
SUSX000005,16.82,Sussex Spaniel,SUSX000005,NA,Normal,Pass QC
SUSX000006,20.8,Sussex Spaniel,SUSX000006,NA,Normal,Pass QC
SVAL000007,17.82,Swedish Vallhund,SVAL000007,NA,Normal,Pass QC
SVAL000008,20.01,Swedish Vallhund,SVAL000008,NA,Normal,Pass QC
SVAL000009,19.82,Swedish Vallhund,SVAL000009,NA,Normal,Pass QC
SVAL000010,18.77,Swedish Vallhund,SVAL000010,NA,Normal,Pass QC
SWEH000001,20.58,Swedish Elkhound,SWEH000001,NA,Normal,Pass QC
SWEH000002,18.69,Swedish Elkhound,SWEH000002,NA,Normal,Pass QC
SWEH000003,18.96,Swedish Elkhound,SWEH000003,NA,Normal,Pass QC
SWEH000004,20.8,Swedish Elkhound,SWEH000004,NA,Normal,Pass QC
SWHN000001,17.33,Swiss Hound,SWHN000001,NA,Normal,Pass QC
SWHN000002,18.38,Swiss Hound,SWHN000002,NA,Normal,Pass QC
SWHN000003,17.58,Swiss Hound,SWHN000003,NA,Normal,Pass QC
SWHN000004,20.24,Swiss Hound,SWHN000004,NA,Normal,Pass QC
SWHN000005,20.16,Swiss Hound,SWHN000005,NA,Normal,Pass QC
SWHN000006,20.49,Swiss Hound,SWHN000006,NA,Normal,Pass QC
SWHN000007,17.75,Swiss Hound,SWHN000007,NA,Normal,Pass QC
SWHN000008,17,Swiss Hound,SWHN000008,NA,Normal,Pass QC
SWHN000009,20.14,Swiss Hound,SWHN000009,NA,Normal,Pass QC
SWHN000010,24.07,Swiss Hound,SWHN000010,NA,Normal,Pass QC
SWHN000011,25.31,Swiss Hound,SWHN000011,NA,Normal,Pass QC
SWHN000012,22.25,Swiss Hound,SWHN000012,NA,Normal,Pass QC
SWWE000001,17.86,Swedish White Elkhound,SWWE000001,NA,Normal,Pass QC
SWWE000002,18.02,Swedish White Elkhound,SWWE000002,NA,Normal,Pass QC
SWWE000003,16.9,Swedish White Elkhound,SWWE000003,NA,Normal,Pass QC
SWWE000004,18.28,Swedish White Elkhound,SWWE000004,NA,Normal,Pass QC
SWWE000005,17.98,Swedish White Elkhound,SWWE000005,NA,Normal,Pass QC
SWWE000006,17.06,Swedish White Elkhound,SWWE000006,NA,Normal,Pass QC
SWWE000007,19.8,Swedish White Elkhound,SWWE000007,NA,Normal,Pass QC
SWWE000008,18.5,Swedish White Elkhound,SWWE000008,NA,Normal,Pass QC
TAZI000001,19.63,Tazi,TAZI000001,NA,Normal,Pass QC
TAZI000002,20.1,Tazi,TAZI000002,NA,Normal,Pass QC
TAZI000003,19.76,Tazi,TAZI000003,NA,Normal,Pass QC
TERV000001,17.88,Cardigan Welsh Corgi,TERV000001,NA,Normal,Pass QC
TERV000002,17.24,Belgian Tervuren,TERV000002,NA,Normal,Pass QC
TERV000003,21.87,Belgian Tervuren,TERV000003,NA,Normal,Pass QC
TERV000004,18.83,Belgian Tervuren,TERV000004,NA,Normal,Pass QC
TERV000005,21.17,Belgian Tervuren,TERV000005,NA,Normal,Pass QC
TERV000006,20.12,Belgian Tervuren,TERV000006,NA,Normal,Pass QC
THAI000001,17.91,Thai Ridgeback,THAI000001,NA,Normal,Pass QC
THAI000002,17.2,Thai Ridgeback,THAI000002,NA,Normal,Pass QC
THAI000003,17.04,Thai Ridgeback,THAI000003,NA,Normal,Pass QC
THAI000004,19.09,Thai Ridgeback,THAI000004,NA,Normal,Pass QC
THAI000005,18.85,Thai Ridgeback,THAI000005,NA,Normal,Pass QC
THAI000006,17.02,Thai Ridgeback,THAI000006,NA,Normal,Pass QC
THAI000007,16.8,Thai Ridgeback,THAI000007,NA,Normal,Pass QC
