Sample_id,Coverage,Breed,SampleName,DiseaseAcronym,Status,The_reason_to_exclude
ACKR000001,18.91,Cocker Spaniel,ACKR000001,NA,Normal,Pass QC
ACKR000002,18.4,Cocker Spaniel,ACKR000002,NA,Normal,Pass QC
ACKR000003,26.3,Cocker Spaniel,ACKR000003,NA,Normal,Pass QC
AESK000001,21.81,American Eskimo Dog,AESK000001,NA,Normal,Pass QC
AESK000002,17.62,American Eskimo Dog,AESK000002,NA,Normal,Pass QC
AESK000003,18.11,American Eskimo Dog,AESK000003,NA,Normal,Pass QC
AESK000004,18.78,American Eskimo Dog,AESK000004,NA,Normal,Pass QC
AESK000005,17.45,American Eskimo Dog,AESK000005,NA,Normal,Pass QC
AESK000006,17.61,American Eskimo Dog,AESK000006,NA,Normal,Pass QC
AFFN000001,14.36,Affenpinscher,AFFN000001,NA,Normal,Pass QC
AFFN000002,10.1,Affenpinscher,AFFN000002,NA,Normal,Pass QC
AFFN000003,18.1,Affenpinscher,AFFN000003,NA,Normal,Pass QC
AFFN000004,21.23,Affenpinscher,AFFN000004,NA,Normal,Pass QC
AFFN000005,18.43,Affenpinscher,AFFN000005,NA,Normal,Pass QC
AFFN000006,20.09,Affenpinscher,AFFN000006,NA,Normal,Pass QC
AFGH000001,19.65,Afghan Hound,AFGH000001,NA,Normal,Pass QC
AFOX000001,17.77,American Foxhound,AFOX000001,NA,Normal,Pass QC
AFOX000002,19.18,American Foxhound,AFOX000002,NA,Normal,Pass QC
AFOX000003,16.67,American Foxhound,AFOX000003,NA,Normal,Pass QC
AFOX000004,19.21,American Foxhound,AFOX000004,NA,Normal,Pass QC
AFOX000005,19.41,American Foxhound,AFOX000005,NA,Normal,Pass QC
AFOX000006,19.23,American Foxhound,AFOX000006,NA,Normal,Pass QC
AFOX000007,22.12,American Foxhound,AFOX000007,NA,Normal,Pass QC
AHRT000001,19.36,American Hairless Terrier,AHRT000001,NA,Normal,Pass QC
AHRT000002,15.93,American Hairless Terrier,AHRT000002,NA,Normal,Pass QC
AHRT000003,16.1,American Hairless Terrier,AHRT000003,NA,Normal,Pass QC
AHRT000004,19.75,American Hairless Terrier,AHRT000004,NA,Normal,Pass QC
AHRT000005,18,American Hairless Terrier,AHRT000005,NA,Normal,Pass QC
AIRT000001,23.39,Airedale Terrier,AIRT000001,NA,Normal,Pass QC
AKBH000001,20.17,Akbash,AKBH000001,NA,Normal,Pass QC
AKBH000002,19.69,Akbash,AKBH000002,NA,Normal,Pass QC
AKBH000003,20.34,Akbash,AKBH000003,NA,Normal,Pass QC
AKIN000001,21.02,Japanese Akita,AKIN000001,NA,Normal,Pass QC
AKIN000002,17.82,Japanese Akita,AKIN000002,NA,Normal,Pass QC
AKIT000001,18.2,American Akita,AKIT000001,NA,Normal,Pass QC
AKIT000002,18.55,Japanese Akita,AKIT000002,NA,Normal,Pass QC
AKIT000003,21.94,Japanese Akita,AKIT000003,NA,Normal,Pass QC
AKIT000004,18.25,American Akita,AKIT000004,NA,Normal,Pass QC
AKIT000005,19.31,American Akita,AKIT000005,NA,Normal,Pass QC
AKIT000006,21.78,American Akita,AKIT000006,NA,Normal,Pass QC
AKIT000007,21.76,American Akita,AKIT000007,NA,Normal,Pass QC
AKIT000008,19.06,American Akita,AKIT000008,NA,Normal,Pass QC
AKIT000009,21.29,American Akita,AKIT000009,NA,Normal,Pass QC
ALDB000001,19.31,Alpine Dachsbracke,ALDB000001,NA,Normal,Pass QC
ALDB000002,17.08,Alpine Dachsbracke,ALDB000002,NA,Normal,Pass QC
ALDB000003,16.96,Alpine Dachsbracke,ALDB000003,NA,Normal,Pass QC
ALDB000004,16.71,Alpine Dachsbracke,ALDB000004,NA,Normal,Pass QC
ALDB000005,17.59,Alpine Dachsbracke,ALDB000005,NA,Normal,Pass QC
ALDB000006,20.94,Alpine Dachsbracke,ALDB000006,NA,Normal,Pass QC
ALDB000007,18.9,Alpine Dachsbracke,ALDB000007,NA,Normal,Pass QC
AMAL000001,18.19,Alaskan Malamute,AMAL000001,NA,Normal,Pass QC
AMAL000002,17.99,Alaskan Malamute,AMAL000002,NA,Normal,Pass QC
AMAL000003,19.75,Alaskan Malamute,AMAL000003,NA,Normal,Pass QC
AMBD000001,19.43,American Bulldog,AMBD000001,NA,Normal,Pass QC
AMBD000002,17.01,American Bulldog,AMBD000002,NA,Normal,Pass QC
AMBD000003,17.67,American Bulldog,AMBD000003,NA,Normal,Pass QC
AMBD000004,18.95,American Bulldog,AMBD000004,NA,Normal,Pass QC
AMBD000005,17.85,American Bulldog,AMBD000005,NA,Normal,Pass QC
AMBD000006,17.95,American Bulldog,AMBD000006,NA,Normal,Pass QC
AMBD000007,18.16,American Bulldog,AMBD000007,NA,Normal,Pass QC
AMST000001,17.46,American Staffordshire Terrier,AMST000001,NA,Normal,Pass QC
AMST000002,18.61,American Staffordshire Terrier,AMST000002,NA,Normal,Pass QC
AMST000003,20.41,American Staffordshire Terrier,AMST000003,NA,Normal,Pass QC
AMST000004,17.63,American Staffordshire Terrier,AMST000004,NA,Normal,Pass QC
AMST000005,18.96,American Staffordshire Terrier,AMST000005,NA,Normal,Pass QC
AMST000006,20.68,American Staffordshire Terrier,AMST000006,NA,Normal,Pass QC
AMWS000001,19.38,American Water Spaniel,AMWS000001,NA,Normal,Pass QC
AMWS000002,19.94,American Water Spaniel,AMWS000002,NA,Normal,Pass QC
AMWS000003,17.48,American Water Spaniel,AMWS000003,NA,Normal,Pass QC
AMWS000004,17.61,American Water Spaniel,AMWS000004,NA,Normal,Pass QC
AMWS000005,20.24,American Water Spaniel,AMWS000005,NA,Normal,Pass QC
AMWS000006,20.77,American Water Spaniel,AMWS000006,NA,Normal,Pass QC
ANAT000001,16.82,Anatolian Shepherd Dog,ANAT000001,NA,Normal,Pass QC
ANAT000002,20.29,Anatolian Shepherd Dog,ANAT000002,NA,Normal,Pass QC
ANAT000003,19.66,Anatolian Shepherd Dog,ANAT000003,NA,Normal,Pass QC
ANAT000004,21.62,Anatolian Shepherd Dog,ANAT000004,NA,Normal,Pass QC
ANAT000005,17.25,Anatolian Shepherd Dog,ANAT000005,NA,Normal,Pass QC
ANAT000006,16.83,Anatolian Shepherd Dog,ANAT000006,NA,Normal,Pass QC
ANAT000007,20.54,Anatolian Shepherd Dog,ANAT000007,NA,Normal,Pass QC
APPZ000001,17.03,Appenzeller Sennenhund,APPZ000001,NA,Normal,Pass QC
APPZ000002,18.5,Appenzeller Sennenhund,APPZ000002,NA,Normal,Pass QC
APPZ000003,19.83,Appenzeller Sennenhund,APPZ000003,NA,Normal,Pass QC
APPZ000004,18.01,Appenzeller Sennenhund,APPZ000004,NA,Normal,Pass QC
APPZ000005,18.05,Appenzeller Sennenhund,APPZ000005,NA,Normal,Pass QC
APPZ000006,17.39,Appenzeller Sennenhund,APPZ000006,NA,Normal,Pass QC
APPZ000007,21.39,Appenzeller Sennenhund,APPZ000007,NA,Normal,Pass QC
APPZ000008,18.72,Appenzeller Sennenhund,APPZ000008,NA,Normal,Pass QC
APPZ000009,18.26,Appenzeller Sennenhund,APPZ000009,NA,Normal,Pass QC
APPZ000010,17.18,Appenzeller Sennenhund,APPZ000010,NA,Normal,Pass QC
APPZ000011,17.43,Appenzeller Sennenhund,APPZ000011,NA,Normal,Pass QC
APPZ000012,17.88,Appenzeller Sennenhund,APPZ000012,NA,Normal,Pass QC
APPZ000013,18.86,Appenzeller Sennenhund,APPZ000013,NA,Normal,Pass QC
APPZ000014,17.71,Appenzeller Sennenhund,APPZ000014,NA,Normal,Pass QC
ARHO000001,18.29,Artois Hound,ARHO000001,NA,Normal,Pass QC
ARHO000002,18.19,Artois Hound,ARHO000002,NA,Normal,Pass QC
ARIE000001,19.86,Ariegeois,ARIE000001,NA,Normal,Pass QC
ARIP000001,17.96,Ariege Pointer,ARIP000001,NA,Normal,Pass QC
ARIP000002,18.57,Ariege Pointer,ARIP000002,NA,Normal,Pass QC
ARIP000003,21.12,Ariege Pointer,ARIP000003,NA,Normal,Pass QC
ARIP000004,19.22,Ariege Pointer,ARIP000004,NA,Normal,Pass QC
ARIP000005,19.69,Ariege Pointer,ARIP000005,NA,Normal,Pass QC
ARIP000006,24.21,Ariege Pointer,ARIP000006,NA,Normal,Pass QC
ASKT000001,20.75,Silky Terrier,ASKT000001,NA,Normal,Pass QC
ASKT000002,18.44,Silky Terrier,ASKT000002,NA,Normal,Pass QC
ASKT000003,18.06,Silky Terrier,ASKT000003,NA,Normal,Pass QC
AUCD000001,18.52,Australian Cattle Dog,AUCD000001,NA,Normal,Pass QC
AUCD000002,18.64,Australian Cattle Dog,AUCD000002,NA,Normal,Pass QC
AUCD000003,17.81,Australian Cattle Dog,AUCD000003,NA,Normal,Pass QC
AUCD000004,17.93,Australian Cattle Dog,AUCD000004,NA,Normal,Pass QC
AUCD000005,18.47,Australian Cattle Dog,AUCD000005,NA,Normal,Pass QC
AUPO000001,18.37,Auvergne Pointer,AUPO000001,NA,Normal,Pass QC
AUPO000002,17.22,Auvergne Pointer,AUPO000002,NA,Normal,Pass QC
AUPO000003,20.6,Auvergne Pointer,AUPO000003,NA,Normal,Pass QC
AUPO000004,17.78,Auvergne Pointer,AUPO000004,NA,Normal,Pass QC
AUPO000005,20.55,Auvergne Pointer,AUPO000005,NA,Normal,Pass QC
AUPO000006,19.95,Auvergne Pointer,AUPO000006,NA,Normal,Pass QC
AUSK000001,19.46,Australian Kelpie,AUSK000001,NA,Normal,Pass QC
AUSK000002,18.99,Australian Kelpie,AUSK000002,NA,Normal,Pass QC
AUSK000003,17.38,Australian Kelpie,AUSK000003,NA,Normal,Pass QC
AUSK000004,20.82,Australian Kelpie,AUSK000004,NA,Normal,Pass QC
AUSK000005,19.94,Australian Kelpie,AUSK000005,NA,Normal,Pass QC
AUSK000006,21.4,Australian Kelpie,AUSK000006,NA,Normal,Pass QC
AUSS000001,20.25,Australian Shepherd,AUSS000001,NA,Normal,Pass QC
AUSS000002,17.67,Australian Shepherd,AUSS000002,NA,Normal,Pass QC
AUSS000003,21.7,Australian Shepherd,AUSS000003,NA,Normal,Pass QC
AUST000001,16.34,Australian Terrier,AUST000001,NA,Normal,Pass QC
AUST000002,22.02,Australian Terrier,AUST000002,NA,Normal,Pass QC
AUST000003,21.93,Australian Terrier,AUST000003,NA,Normal,Pass QC
AUST000004,22.63,Australian Terrier,AUST000004,NA,Normal,Pass QC
AUST000005,18.22,Australian Terrier,AUST000005,NA,Normal,Pass QC
AZWK000001,20.74,Azawakh,AZWK000001,NA,Normal,Pass QC
BANO000001,23.16,Basset Artesien Normand,BANO000001,NA,Normal,Pass QC
BANO000002,18.45,Basset Artesien Normand,BANO000002,NA,Normal,Pass QC
BANO000003,17.87,Basset Artesien Normand,BANO000003,NA,Normal,Pass QC
BANO000004,20.36,Basset Artesien Normand,BANO000004,NA,Normal,Pass QC
BANO000005,17.46,Basset Artesien Normand,BANO000005,NA,Normal,Pass QC
BANO000006,16.95,Basset Artesien Normand,BANO000006,NA,Normal,Pass QC
BASS000001,19.22,Basset Hound,BASS000001,NA,Normal,Pass QC
BASS000002,21.96,Basset Hound,BASS000002,NA,Normal,Pass QC
BASS000003,17.92,Basset Hound,BASS000003,NA,Normal,Pass QC
BASS000004,17.89,Basset Hound,BASS000004,NA,Normal,Pass QC
BASS000005,17.89,Basset Hound,BASS000005,NA,Normal,Pass QC
BASS000006,17.1,Basset Hound,BASS000006,NA,Normal,Pass QC
BASS000007,20.91,Basset Hound,BASS000007,NA,Normal,Pass QC
BBLS000001,18.34,White Swiss Shepherd Dog,BBLS000001,NA,Normal,Pass QC
BBLS000002,18.78,White Swiss Shepherd Dog,BBLS000002,NA,Normal,Pass QC
BBLS000003,19.21,White Swiss Shepherd Dog,BBLS000003,NA,Normal,Pass QC
BEAU000001,17.73,Beauceron,BEAU000001,NA,Normal,Pass QC
BEAU000002,17.51,Belgian Tervuren,BEAU000002,NA,Normal,Pass QC
BEAU000003,18.74,Beauceron,BEAU000003,NA,Normal,Pass QC
BEAU000004,18.26,Beauceron,BEAU000004,NA,Normal,Pass QC
BEAU000006,17.1,Beauceron,BEAU000006,NA,Normal,Pass QC
BEDT000001,18.59,Bedlington Terrier,BEDT000001,NA,Normal,Pass QC
BEDT000002,10.75,Bedlington Terrier,BEDT000002,NA,Normal,Pass QC
BEDT000003,16.43,Bedlington Terrier,BEDT000003,NA,Normal,Pass QC
BEDT000004,18.67,Bedlington Terrier,BEDT000004,NA,Normal,Pass QC
BEDT000005,20.37,Bedlington Terrier,BEDT000005,NA,Normal,Pass QC
BEDT000006,21.7,Bedlington Terrier,BEDT000006,NA,Normal,Pass QC
BEDT000007,17.9,Bedlington Terrier,BEDT000007,NA,Normal,Pass QC
BEDT000008,17.35,Bedlington Terrier,BEDT000008,NA,Normal,Pass QC
BELS000001,20.22,Belgian Sheepdog,BELS000001,NA,Normal,Pass QC
BELS000002,18.62,Belgian Sheepdog,BELS000002,NA,Normal,Pass QC
BELS000003,22.04,Belgian Sheepdog,BELS000003,NA,Normal,Pass QC
BERG000001,16.98,Bergamasco Sheepdog,BERG000001,NA,Normal,Pass QC
BERG000002,17.06,Bergamasco Sheepdog,BERG000002,NA,Normal,Pass QC
BERG000003,18.11,Bergamasco Sheepdog,BERG000003,NA,Normal,Pass QC
BERG000004,17.12,Bergamasco Sheepdog,BERG000004,NA,Normal,Pass QC
BERG000005,18.01,Bergamasco Sheepdog,BERG000005,NA,Normal,Pass QC
BERG000006,18.06,Bergamasco Sheepdog,BERG000006,NA,Normal,Pass QC
BFDB000001,18.38,Basset Fauve de Bretagne,BFDB000001,NA,Normal,Pass QC
BFDB000002,21.48,Basset Fauve de Bretagne,BFDB000002,NA,Normal,Pass QC
BFDB000003,21.14,Basset Fauve de Bretagne,BFDB000003,NA,Normal,Pass QC
BFDB000004,18.87,Unknown,BFDB000004,NA,Normal,Pass QC
BFDB000005,18.24,Basset Fauve de Bretagne,BFDB000005,NA,Normal,Pass QC
BFDB000006,18.13,Basset Fauve de Bretagne,BFDB000006,NA,Normal,Pass QC
BGBA000001,19,Blue Gascony Griffon,BGBA000001,NA,Normal,Pass QC
BGGR000001,20.38,Blue Gascony Griffon,BGGR000001,NA,Normal,Pass QC
BGGR000002,19.5,Blue Gascony Griffon,BGGR000002,NA,Normal,Pass QC
BHSP000001,18.86,Bohemian Shepherd,BHSP000001,NA,Normal,Pass QC
BHSP000002,18.66,Bohemian Shepherd,BHSP000002,NA,Normal,Pass QC
BHSP000003,19.88,Bohemian Shepherd,BHSP000003,NA,Normal,Pass QC
BHSP000004,21.46,Bohemian Shepherd,BHSP000004,NA,Normal,Pass QC
BHSP000005,21.97,Bohemian Shepherd,BHSP000005,NA,Normal,Pass QC
BHSP000006,20.88,Bohemian Shepherd,BHSP000006,NA,Normal,Pass QC
BICH000001,18.24,Bichon Frise,BICH000001,NA,Normal,Pass QC
BICH000002,19.15,Bichon Frise,BICH000002,NA,Normal,Pass QC
BICH000003,17.86,Bichon Frise,BICH000003,NA,Normal,Pass QC
BICH000004,21.72,Bichon Frise,BICH000004,NA,Normal,Pass QC
BICH000005,20.28,Bichon Frise,BICH000005,NA,Normal,Pass QC
BICH000006,18.17,Havanese,BICH000006,NA,Normal,Pass QC
BICH000007,18.94,Bichon Frise,BICH000007,NA,Normal,Pass QC
BILL000001,17.11,Billy,BILL000001,NA,Normal,Pass QC
BILL000002,19.24,Billy,BILL000002,NA,Normal,Pass QC
BLDH000001,17.86,Bloodhound,BLDH000001,NA,Normal,Pass QC
BLDH000002,20.66,Bloodhound,BLDH000002,NA,Normal,Pass QC
BLDH000003,18.76,Bloodhound,BLDH000003,NA,Normal,Pass QC
BLDH000004,18.16,Bloodhound,BLDH000004,NA,Normal,Pass QC
BLNK000001,18.52,Russian Tsvetnaya Bolonka,BLNK000001,NA,Normal,Pass QC
BLNK000002,20.14,Russian Tsvetnaya Bolonka,BLNK000002,NA,Normal,Pass QC
BLNK000003,18.35,Russian Tsvetnaya Bolonka,BLNK000003,NA,Normal,Pass QC
BLNK000004,17.85,Russian Tsvetnaya Bolonka,BLNK000004,NA,Normal,Pass QC
BLNK000005,20.18,Russian Tsvetnaya Bolonka,BLNK000005,NA,Normal,Pass QC
BLNK000006,22.37,Russian Tsvetnaya Bolonka,BLNK000006,NA,Normal,Pass QC
BLPS000001,17.49,Blue Picardy Spaniel,BLPS000001,NA,Normal,Pass QC
BLPS000002,17.74,Blue Picardy Spaniel,BLPS000002,NA,Normal,Pass QC
BLPS000003,19.01,Blue Picardy Spaniel,BLPS000003,NA,Normal,Pass QC
BLUE000001,19.05,Bluetick Coonhound,BLUE000001,NA,Normal,Pass QC
BLUE000002,20.06,Bluetick Coonhound,BLUE000002,NA,Normal,Pass QC
BLUE000003,19.92,Unknown,BLUE000003,NA,Normal,Pass QC
BMAL000001,19.73,Belgian Malinois,BMAL000001,NA,Normal,Pass QC
BMAL000002,18.37,Belgian Malinois,BMAL000002,NA,Normal,Pass QC
BMAL000003,19.55,Belgian Malinois,BMAL000003,NA,Normal,Pass QC
BMAL000004,17.6,Belgian Malinois,BMAL000004,NA,Normal,Pass QC
BMSH000001,18.43,Bavarian Mountain Scent Hound,BMSH000001,NA,Normal,Pass QC
BMSH000002,18.77,Bavarian Mountain Scent Hound,BMSH000002,NA,Normal,Pass QC
BMSH000003,18.68,Bavarian Mountain Scent Hound,BMSH000003,NA,Normal,Pass QC
BMSH000004,18.41,Bavarian Mountain Scent Hound,BMSH000004,NA,Normal,Pass QC
BMSH000005,16.71,Bavarian Mountain Scent Hound,BMSH000005,NA,Normal,Pass QC
BMSH000006,19.49,Bavarian Mountain Scent Hound,BMSH000006,NA,Normal,Pass QC
BODA000001,19.14,Bouvier des Ardennes,BODA000001,NA,Normal,Pass QC
BOER000001,17.71,Boerboel,BOER000001,NA,Normal,Pass QC
BOER000002,20.01,Boerboel,BOER000002,NA,Normal,Pass QC
BOER000003,18.75,Boerboel,BOER000003,NA,Normal,Pass QC
BOER000004,18.55,Boerboel,BOER000004,NA,Normal,Pass QC
BOER000005,18.86,Boerboel,BOER000005,NA,Normal,Pass QC
BOLO000001,17.67,Bolognese,BOLO000001,NA,Normal,Pass QC
BOLO000002,17.56,Bolognese,BOLO000002,NA,Normal,Pass QC
BOLO000003,16.27,Bolognese,BOLO000003,NA,Normal,Pass QC
BOLO000004,21.14,Bolognese,BOLO000004,NA,Normal,Pass QC
BOLO000005,18.47,Bolognese,BOLO000005,NA,Normal,Pass QC
BOLO000006,22.52,Bolognese,BOLO000006,NA,Normal,Pass QC
BOPD000001,20.15,Bourbonnais Pointing Dog,BOPD000001,NA,Normal,Pass QC
BOPD000002,23.33,Bourbonnais Pointing Dog,BOPD000002,NA,Normal,Pass QC
BOPD000003,17.23,Bourbonnais Pointing Dog,BOPD000003,NA,Normal,Pass QC
BOPD000004,17.53,Bourbonnais Pointing Dog,BOPD000004,NA,Normal,Pass QC
BOPD000005,19.88,Bourbonnais Pointing Dog,BOPD000005,NA,Normal,Pass QC
BOPD000006,20.36,Bourbonnais Pointing Dog,BOPD000006,NA,Normal,Pass QC
BOPD000007,19.88,Bourbonnais Pointing Dog,BOPD000007,NA,Normal,Pass QC
BOPD000008,17.42,Bourbonnais Pointing Dog,BOPD000008,NA,Normal,Pass QC
BOST000001,19.03,Boston Terrier,BOST000001,NA,Normal,Pass QC
BOST000002,17.78,Boston Terrier,BOST000002,NA,Normal,Pass QC
BOST000003,20.6,Boston Terrier,BOST000003,NA,Normal,Pass QC
BOUV000001,20.87,Bouvier des Flandres,BOUV000001,NA,Normal,Pass QC
BOUV000002,20.31,Bouvier des Flandres,BOUV000002,NA,Normal,Pass QC
BOXR000001,21.91,Boxer,BOXR000001,NA,Normal,Pass QC
BOXR000002,20.22,Boxer,BOXR000002,NA,Normal,Pass QC
BOXR000003,17.54,Boxer,BOXR000003,NA,Normal,Pass QC
BOXR000004,17.58,Boxer,BOXR000004,NA,Normal,Pass QC
BOXR000005,21.83,Boxer,BOXR000005,NA,Normal,Pass QC
BOYK000001,16.71,Boykin Spaniel,BOYK000001,NA,Normal,Pass QC
BOYK000002,20.55,Boykin Spaniel,BOYK000002,NA,Normal,Pass QC
BOYK000003,20.83,Boykin Spaniel,BOYK000003,NA,Normal,Pass QC
BOYK000004,16.44,Boykin Spaniel,BOYK000004,NA,Normal,Pass QC
BOYK000005,19.79,Boykin Spaniel,BOYK000005,NA,Normal,Pass QC
BRAC000001,22.11,Bracco Italiano,BRAC000001,NA,Normal,Pass QC
BRAC000002,16.98,Bracco Italiano,BRAC000002,NA,Normal,Pass QC
BRAC000003,18.91,Bracco Italiano,BRAC000003,NA,Normal,Pass QC
BRAC000004,20.8,Bracco Italiano,BRAC000004,NA,Normal,Pass QC
BRAC000005,19.26,Bracco Italiano,BRAC000005,NA,Normal,Pass QC
BRAC000006,19.62,Bracco Italiano,BRAC000006,NA,Normal,Pass QC
BRBT000001,19.54,Barbet,BRBT000001,NA,Normal,Pass QC
BRBT000002,18.27,Barbet,BRBT000002,NA,Normal,Pass QC
BRBT000003,19.65,Barbet,BRBT000003,NA,Normal,Pass QC
BRBT000004,22.64,Barbet,BRBT000004,NA,Normal,Pass QC
BRBT000005,17.31,Barbet,BRBT000005,NA,Normal,Pass QC
BRBT000006,16.87,Barbet,BRBT000006,NA,Normal,Pass QC
BRFR000001,19.15,Braques Francais,BRFR000001,NA,Normal,Pass QC
BRFR000002,18.89,Braques Francais,BRFR000002,NA,Normal,Pass QC
BRFR000003,19.28,Braques Francais,BRFR000003,NA,Normal,Pass QC
BRFR000004,18.64,Braques Francais,BRFR000004,NA,Normal,Pass QC
BRFR000005,28.02,Braques Francais,BRFR000005,NA,Normal,Pass QC
BRGV000001,17.39,Briquet Griffon Vendeen,BRGV000001,NA,Normal,Pass QC
BRGV000002,18.58,Briquet Griffon Vendeen,BRGV000002,NA,Normal,Pass QC
BRHM000001,21.76,Broholmer,BRHM000001,NA,Normal,Pass QC
BRHM000002,22.03,Broholmer,BRHM000002,NA,Normal,Pass QC
BRHM000003,22.66,Broholmer,BRHM000003,NA,Normal,Pass QC
BRHM000004,17.41,Broholmer,BRHM000004,NA,Normal,Pass QC
BRHM000005,18.98,Broholmer,BRHM000005,NA,Normal,Pass QC
BRHM000006,20.69,Broholmer,BRHM000006,NA,Normal,Pass QC
BRIA000001,17.33,Briard,BRIA000001,NA,Normal,Pass QC
BRIA000002,17.96,Briard,BRIA000002,NA,Normal,Pass QC
BRIA000003,18.91,Briard,BRIA000003,NA,Normal,Pass QC
BRIA000004,19.42,Briard,BRIA000004,NA,Normal,Pass QC
BRIA000005,20.96,Briard,BRIA000005,NA,Normal,Pass QC
BRIA000006,16.46,Briard,BRIA000006,NA,Normal,Pass QC
BRIA000007,19.77,Briard,BRIA000007,NA,Normal,Pass QC
BRIT000001,16.52,Brittany,BRIT000001,NA,Normal,Pass QC
BRIT000002,19.83,Brittany,BRIT000002,NA,Normal,Pass QC
BRIT000003,18.21,Brittany,BRIT000003,NA,Normal,Pass QC
BRIT000004,19.73,Brittany,BRIT000004,NA,Normal,Pass QC
BRIT000005,20.62,Brittany,BRIT000005,NA,Normal,Pass QC
BRIT000006,19.91,Brittany,BRIT000006,NA,Normal,Pass QC
BRIT000007,17.53,Brittany,BRIT000007,NA,Normal,Pass QC
BRIT000008,18.15,Brittany,BRIT000008,NA,Normal,Pass QC
BRJH000001,20.6,Bruno Jura Hound,BRJH000001,NA,Normal,Pass QC
BRJH000002,17.69,Bloodhound,BRJH000002,NA,Normal,Pass QC
BRJH000003,19.18,Bruno Jura Hound,BRJH000003,NA,Normal,Pass QC
BRJH000004,18.09,Bruno Jura Hound,BRJH000004,NA,Normal,Pass QC
BRJH000005,20.51,Bruno Jura Hound,BRJH000005,NA,Normal,Pass QC
BRJH000006,19.37,Bruno Jura Hound,BRJH000006,NA,Normal,Pass QC
BRMD000001,20.49,Bernese Mountain Dog,BRMD000001,NA,Normal,Pass QC
BRMD000002,16.37,Bernese Mountain Dog,BRMD000002,NA,Normal,Pass QC
BRMD000003,20.83,Bernese Mountain Dog,BRMD000003,NA,Normal,Pass QC
BRMD000004,20.41,Bernese Mountain Dog,BRMD000004,NA,Normal,Pass QC
BRMD000005,20.82,Bernese Mountain Dog,BRMD000005,NA,Normal,Pass QC
BRMD000006,27.04,Bernese Mountain Dog,BRMD000006,NA,Normal,Pass QC
BRMD000007,24.38,Bernese Mountain Dog,BRMD000007,NA,Normal,Pass QC
BRMD000008,18.22,Bernese Mountain Dog,BRMD000008,NA,Normal,Pass QC
BRMD000009,17.76,Bernese Mountain Dog,BRMD000009,NA,Normal,Pass QC
BRMD000010,24.8,Bernese Mountain Dog,BRMD000010,NA,Normal,Pass QC
BRTR000001,20.17,Black Russian Terrier,BRTR000001,NA,Normal,Pass QC
BRTR000002,20.19,Black Russian Terrier,BRTR000002,NA,Normal,Pass QC
BRTR000003,17.6,Black Russian Terrier,BRTR000003,NA,Normal,Pass QC
BRTR000004,18.22,Black Russian Terrier,BRTR000004,NA,Normal,Pass QC
BRTR000005,18.89,Black Russian Terrier,BRTR000005,NA,Normal,Pass QC
BRUS000001,17.9,Brussels Griffon,BRUS000001,NA,Normal,Pass QC
BRUS000002,18.06,Brussels Griffon,BRUS000002,NA,Normal,Pass QC
BRUS000003,20.38,Brussels Griffon,BRUS000003,NA,Normal,Pass QC
BRUS000004,18.51,Brussels Griffon,BRUS000004,NA,Normal,Pass QC
BRUS000005,19.62,Brussels Griffon,BRUS000005,NA,Normal,Pass QC
BRUS000006,17.46,Brussels Griffon,BRUS000006,NA,Normal,Pass QC
BRUS000007,18.17,Brussels Griffon,BRUS000007,NA,Normal,Pass QC
BRZT000001,19.46,Brazilian Terrier,BRZT000001,NA,Normal,Pass QC
BRZT000002,20.96,Brazilian Terrier,BRZT000002,NA,Normal,Pass QC
BRZT000003,20.38,Brazilian Terrier,BRZT000003,NA,Normal,Pass QC
BRZT000004,23.48,Brazilian Terrier,BRZT000004,NA,Normal,Pass QC
BRZT000005,18.46,Brazilian Terrier,BRZT000005,NA,Normal,Pass QC
BRZT000006,19.25,Brazilian Terrier,BRZT000006,NA,Normal,Pass QC
BTAN000001,19.07,Black and Tan Coonhound,BTAN000001,NA,Normal,Pass QC
BULD000001,18.12,French Bulldog,BULD000001,NA,Normal,Pass QC
BULD000002,21.01,English Bulldog,BULD000002,NA,Normal,Pass QC
BULD000003,21.28,English Bulldog,BULD000003,NA,Normal,Pass QC
BULM000001,19.62,Bullmastiff,BULM000001,NA,Normal,Pass QC
BULM000002,20.2,Bullmastiff,BULM000002,NA,Normal,Pass QC
BULM000003,18.12,Bullmastiff,BULM000003,NA,Normal,Pass QC
BULM000004,17.09,Bullmastiff,BULM000004,NA,Normal,Pass QC
BULM000005,22.19,Bullmastiff,BULM000005,NA,Normal,Pass QC
BULM000006,17.47,Bullmastiff,BULM000006,NA,Normal,Pass QC
BULT000001,17.36,Bull Terrier,BULT000001,NA,Normal,Pass QC
BULT000002,19.4,Bull Terrier,BULT000002,NA,Normal,Pass QC
BULT000003,20.31,Bull Terrier,BULT000003,NA,Normal,Pass QC
BULT000004,18.79,Bull Terrier,BULT000004,NA,Normal,Pass QC
BWRT000001,15.19,Biewer Terrier,BWRT000001,NA,Normal,Pass QC
BWRT000002,19.96,Biewer Terrier,BWRT000002,NA,Normal,Pass QC
BWRT000003,16.78,Biewer Terrier,BWRT000003,NA,Normal,Pass QC
BWRT000004,16,Biewer Terrier,BWRT000004,NA,Normal,Pass QC
BWRT000005,15.53,Biewer Terrier,BWRT000005,NA,Normal,Pass QC
BWRT000006,18.44,Biewer Terrier,BWRT000006,NA,Normal,Pass QC
